# 国家地名信息库·外国地名
# https://dmfw.mca.gov.cn/foreign.html
#
# 删除：
# 凡以此词居首的柬埔寨地名，概从Kâmpóng一栏检索。 Kompong，
#
# chineseName	countries	foreignName	romanAlphabet

阿尔西	美国		Alsey
阿尔西厄	美国		Alsea
阿尔贝尼福尔斯丹	美国		Albeni Falls Dam
阿尔贡	美国		Argonne
阿尔迈拉	美国		Almyra
阿尔马诺湖	美国		Almanor, L.
阿尼亚克	美国		Aniak
阿尼亚查克国家保护区	美国		Aniakchak Nat. Mont, and Preserve
阿尼亚查克火山口	美国		Aniakchak Vol. Crater
阿尼塔	美国		Anita
阿尼瓦	美国		Aniwa
阿尼马斯	美国		Animas
阿尼马斯河	美国		Animas R.
阿巴克尔	美国		Arbuckle
阿巴克尔山	美国		Arbuckle Mts.
阿巴拉契亚	美国		Appalachia
阿巴拉契亚坝	美国		Apalachia Dam
阿巴拉契亚山脉	美国		Appalachian Mts.
阿巴拉契亚高原	美国		Appalachian Plat.
阿巴拉契湾	美国		Apalachee B.
阿巴拉契科拉	美国		Apalachicola
阿巴拉契科拉河	美国		Apalachicola R.
阿巴拉契科拉湾	美国		Apalachicola B.
阿布利	美国		Ubly
阿布索罗基	美国		Absarokee
阿布萨拉卡	美国		Absaraka
阿布萨罗卡岭	美国		Absaroka Ra.
阿帕奇	美国		Apache
阿帕奇克里克	美国		Apache Creek
阿帕奇峰	美国		Apache Pk.
阿帕瓦伍克角	美国		Apavawook C.
阿库坦岛	美国		Akutan I.
阿库坦海峡	美国		Akutan Pass.
阿库坦火山	美国		Akutan, Vol.
阿彻	美国		Archer
阿彻城	美国		Archer City
阿德万斯	美国		Advance
阿德兰托	美国		Adelanto
阿德利诺	美国		Adelino
阿德莫尔	美国		Ardmore
阿德迈尔	美国		Admire
阿德里安	美国		Adrian
阿戈尼亚	美国		Argonia
阿戈拉	美国		Argora
阿托利亚	美国		Atolia
阿托卡	美国		Atoka
阿拉加什	美国		Allagash
阿拉加什湖	美国		Allagash L.
阿拉图纳水库	美国		Allatoona Res.
阿拉巴斯特	美国		Alabaster
阿拉帕霍河	美国		Alapaha R.
阿拉拉凯基海峡	美国		Alalakeiki Chan.
阿拉斯加半岛	美国		Alaska Pen.
阿拉斯加山脉	美国		Alaska Ra.
阿拉斯加州	美国		Alaska, State of
阿拉斯加湾	美国		Alaska, G. of
阿拉梅达	美国		Alameda
阿拉楚阿	美国		Alachua
阿拉比	美国		Arabi
阿拉特纳	美国		Alatna
阿拉珀霍	美国		Arapahoe
阿拉莫	美国		Alamo
阿拉莫尔	美国		Allamoore
阿拉莫戈多	美国		Alamogordo
阿拉莫戈多水库	美国		Alamogordo Res.
阿拉莫水库	美国		Alamo Res.
阿拉赞湾	美国		Alazan B.
阿提卡	美国		Attica
阿斯伯里	美国		Asbury
阿斯彭	美国		Aspen
阿斯托里亚	美国		Astoria
阿斯普卡湖	美国		Apopka L.
阿斯科夫	美国		Askov
阿斯金	美国		Askin
阿昆岛	美国		Akun I.
阿明托	美国		Arminto
阿明顿	美国		Armington
阿普	美国		Arp
阿普兰	美国		Upland
阿普努克湖	美国		Upnuk L.
阿普尔斯普林斯	美国		Apple Springs
阿普尔盖特	美国		Applegate
阿普尔顿	美国		Appleton
阿普尔顿城	美国		Appleton City
阿普森	美国		Upson
阿普萨拉	美国		Upsala
阿普赖特角	美国		Upright, C.
阿普阿角	美国		Apua Pt.
阿普顿	美国		Upton
阿曼达	美国		Amanda
阿本	美国		Arbon
阿林	美国		Ullin
阿查法拉亚湾	美国		Atchafalaya B.
阿格尼斯	美国		Agness
阿格拉	美国		Agra
阿格斯维尔	美国		Argusville
阿格瓦姆	美国		Agawam
阿格里科拉	美国		Agricola
阿桑普申	美国		Assumption
阿梅里克斯	美国		Americus
阿森斯	美国		Athens
阿比丘	美国		Abiquiu
阿比林	美国		Abilene
阿比维尔	美国		Abbeville
阿沃卡	美国		Avoca
阿沃尼亚	美国		Arvonia
阿波斯特尔群岛	美国		Apostle Is.
阿波普卡	美国		Apopka
阿波马托克斯	美国		Appomattox
阿泽利亚	美国		Azalea
阿洛哈	美国		Aloha
阿温杰	美国		Avinger
阿灵	美国		Arling
阿灵顿	美国		Arlington
阿灵顿海茨	美国		Arlington Heights
阿特伍德	美国		Atwood
阿特伍德水库	美国		Atwood Res.
阿特兰蒂克海兰茨	美国		Atlantic Highlands
阿特卡岛	美国		Atka I.
阿特卡苏克	美国		Atkasuk
阿特尔伯勒	美国		Attleboro
阿特拉斯	美国		Atlas
阿特斯	美国		Artas
阿特格伦	美国		Atglen
阿特沃特	美国		Atwater
阿特科	美国		Atco
阿特莫尔	美国		Atmore
阿特金斯	美国		Atkins
阿特金森	美国		Atkinson
阿特金森堡	美国		Fort Atkinson
阿珀姆	美国		Upham
阿珀尔科	美国		Upalco
阿珀维尔	美国		Upperville
阿瑟	美国		Arthur
阿瑟城	美国		Arthur City
阿瑟尔	美国		Athol
阿瑟尔斯坦	美国		Athelstan
阿瑟港	美国		Port Arthur
阿瓜卡连特	美国		Agua Caliente
阿瓜弗里亚河	美国		Agua Fria R.
阿瓜杜尔塞	美国		Agua Dulce
阿瓦塔纳克岛	美国		Avatanak I.
阿瓦朗	美国		Avalon
阿瓦达	美国		Arvada
阿瓦霍峰	美国		Abajo Pk.
阿留申岭	美国		Aleutian Ra.
阿留申群岛	美国		Aleutian Is.
阿登	美国		Arden
阿皮沙帕河	美国		Apishapa R.
阿盖尔	美国		Argyle
阿盖特	美国		Agate
阿真塔	美国		Argenta
阿真达	美国		Agenda
阿福格纳克岛	美国		Afognak I.
阿科	美国		Arco
阿科尔缪特	美国		Akolmiut
阿科拉	美国		Arcola
阿科米塔	美国		Acomita
阿科维尔	美国		Accoville
阿米利亚	美国		Amelia
阿米斯特德	美国		Amistad
阿米特	美国		Amite
阿米登	美国		Amidon
阿米蒂	美国		Amity
阿米蒂维尔	美国		Amityville
阿米迪	美国		Amedee
阿索廷	美国		Asotin
阿纳加德	美国		Arnegard
阿纳卡帕岛	美国		Anacapa I.
阿纳康达	美国		Anaconda
阿纳斯塔西亚岛	美国		Anastasia I.
阿纳瓦克	美国		Anahuac
阿纳科特斯	美国		Anacortes
阿纳科科	美国		Anacoco
阿纳穆斯	美国		Anamoose
阿纳胡卢河	美国		Anahulu R.
阿纳达科	美国		Anadarko
阿纳通	美国		Anatone
阿纳霍拉	美国		Anahola
阿纽克河	美国		Aniuk R.
阿维斯	美国		Avis
阿维纳尔	美国		Avenal
阿罗亚	美国		Aroya
阿罗约翁多	美国		Arroyo Hondo
阿罗罗克	美国		Arrow Rock
阿罗罗克水库	美国		Arrowrock Res.
阿肖肯水库	美国		Ashokan Res.
阿肯色城	美国		Arkansas City
阿肯色州	美国		Arkansas, State of
阿肯色河	美国		Arkansas R.
阿舍	美国		Asher
阿舍顿	美国		Asherton
阿莫里塔	美国		Amorita
阿莱克纳吉克	美国		Aleknagik
阿莱努伊哈哈海峡	美国		Alenuihaha Chan.
阿莱恩斯	美国		Alliance
阿莱曼	美国		Aleman
阿莱格罗斯山	美国		Alegros Mt.
阿萨蒂格岛	美国		Assateague I.
阿蒂西亚	美国		Artesia
阿蒂西安	美国		Artesian
阿蒙	美国		Ammon
阿蒙德	美国		Almond
阿西纳	美国		Athena
阿诺兹帕克	美国		Arnolds Park
阿诺卡	美国		Anoka
阿诺德	美国		Arnold
阿贝角	美国		Abbaye Pt.
阿赖恩	美国		Arion
阿达扎	美国		Adaza
阿达文	美国		Adaven
阿达马纳	美国		Adamana
阿迪	美国		Addy / Ady
阿迪克斯	美国		Addicks
阿迪斯	美国		Addis
阿迪朗达克山	美国		Adirondack Mts.
阿里	美国		Arrey
阿里卡里河	美国		Arikaree R.
阿里巴	美国		Arriba
阿里瓦卡	美国		Arivaca
阿里纳	美国		Arena
阿里莫	美国		Arimo
阿里诺萨	美国		Arinosa
阿里顿	美国		Ariton
阿霍	美国		Ajo
阿霍山	美国		Ajo, Mt.
阿霍斯基	美国		Ahoskie
阿韦拉	美国		Avella
阿马	美国		Arma
阿马佐尼亚	美国		Amazonia
阿马克岛	美国		Amak I.
阿马戈萨岭	美国		Amargosa Ra.
阿马萨	美国		Amasa
阿马里洛	美国		Amarillo
阿鲁斯图克河	美国		Aroostook R.
阿默	美国		Armour
阿默代尔	美国		Armourdale
阿默斯特	美国		Amherst
阿默斯特代尔	美国		Amherstdale
阿默斯特章克申	美国		Amherst Junction
陶尔	美国		Tower
陶尔城	美国		Tower City
陶尔希尔	美国		Tower Hill
陶尔瀑布	美国		Tower Falls
陶恩斯山口	美国		Townes P.
陶森	美国		Towson
陶纳	美国		Towner
隆奥克	美国		Lone Oak
隆山	美国		Lone Mt.
隆格罗夫	美国		Lone Grove
隆沃尔夫	美国		Lone Wolf
隆波克	美国		Lompoc
隆派恩	美国		Lone Pine
隆特里	美国		Lonetree
隆罗克	美国		Lonerock / Lone Rock
雅各布莱克	美国		Jacob Lake
雅各比岛	美国		Yakobi I.
雅茅斯	美国		Yarmouth
雨果顿	美国		Hugoton
雪莉	美国		Shirley
雷	美国		Wray / Ray
雷丁	美国		Redding / Reading
雷丁顿	美国		Redington
雷东多比奇	美国		Redondo Beach
雷伊斯角国家海滨	美国		Point Reyes Nat. Seashore
雷克	美国		Rake
雷克斯堡	美国		Rexburg
雷克斯福德	美国		Rexford
雷城	美国		Ray City
雷姆	美国		Rhame
雷姆森	美国		Remsen
雷尔罗德城	美国		Railroad City
雷尔罗德山口	美国		Railroad P.
雷尼克	美国		Renick
雷尼尔	美国		Ranier / Rainier
雷尼尔火山	美国		Rainier, Mt.
雷德伍德	美国		Redwood
雷德伍德城	美国		Redwood City
雷德伍德河	美国		Redwood R.
雷德伍德福尔斯	美国		Redwood Falls
雷德伯德机场	美国		Red Bird Airfield
雷德克利夫	美国		Red Cliff
雷德克里克	美国		Red Creek
雷德兰兹	美国		Redlands
雷德基	美国		Redkey
雷德奥克	美国		Red Oak
雷德山	美国		Red Mt.
雷德巴德	美国		Red Bud
雷德布拉夫	美国		Red Bluff
雷德布拉夫水库	美国		Red Bluff Res.
雷德斯普林斯	美国		Red Springs
雷德斯通	美国		Redstone
雷德格拉尼特	美国		Redgranite
雷德沃特	美国		Redwater
雷德沃特河	美国		Redwater Cr.
雷德河	美国		Red R. / Red Cr.
雷德洛奇	美国		Red Lodge
雷德温	美国		Red Wing
雷德湖	美国		Red L.
雷德班克	美国		Red Bank
雷德罗克	美国		Red Rock / Redrock
雷德胡克	美国		Red Hook
雷德芒廷	美国		Red Mountain
雷德莱克	美国		Red Lake
雷德莱克福尔斯	美国		Red Lake Falls
雷德莱昂	美国		Red Lion
雷德菲什湖	美国		Redfish L.
雷德菲尔德	美国		Redfield
雷德蒙	美国		Redmon
雷德蒙德	美国		Redmond
雷德豪斯	美国		Red House
雷德贝	美国		Red Bay / Redbay
雷恩	美国		Wren
雷恩斯	美国		Wrens
雷恩斯堡	美国		Rainsburg
雷文斯伍德	美国		Ravenswood
雷斯兰	美国		Raceland
雷斯峰	美国		Reyes Pk.
雷斯角	美国		Race Pt.
雷明顿	美国		Remington
雷普顿	美国		Repton
雷本湖	美国		Rabun, L.
雷根	美国		Reagan
雷福德	美国		Raeford
雷维尔	美国		Rayville
雷蒙德	美国		Raymond
雷蒙德维尔	美国		Raymondville
雷诺兹	美国		Reynolds
雷诺兹维尔	美国		Reynoldsville
雷迪克	美国		Reddick
霍伊特	美国		Hoyt
霍伊辛顿	美国		Hoisington
霍克利	美国		Hockley
霍克斯	美国		Hawks
霍克斯普林斯	美国		Hawk Springs
霍克斯黑德	美国		Hawkshead
霍克波因特	美国		Hawk Point
霍克海姆	美国		Hochheim
霍克西	美国		Hoxie
霍兰	美国		Holland
霍内尔	美国		Hornell
霍利	美国		Holly / Holley / Hawley
霍利克罗斯	美国		Holy Cross
霍利卡楚克	美国		Holikachuk
霍利奥克	美国		Holyoke
霍利布拉夫	美国		Holly Bluff
霍利希尔	美国		Holly Hill
霍利斯	美国		Hollis
霍利斯特	美国		Hollister
霍利格罗夫	美国		Holly Grove
霍利波	美国		Holopaw
霍利特纳河	美国		Holitna R.
霍利迪	美国		Holliday
霍利迪斯堡	美国		Hollidaysburg
霍利里奇	美国		Holly Ridge
霍利顿	美国		Hawleyton
霍利鲁德	美国		Holyrood
霍加察	美国		Hogatza
霍努阿波	美国		Honuapo
霍勒斯	美国		Horace
霍华德	美国		Howard
霍华德城	美国		Howard City
霍博肯	美国		Hoboken
霍卡	美国		Hokah
霍卢阿洛阿	美国		Holualoa
霍夫	美国		Hough
霍夫兰	美国		Hovland
霍夫曼	美国		Hoffman
霍奇	美国		Hodge
霍奇兰	美国		Hogeland
霍奇基斯	美国		Hotchkiss
霍奇斯	美国		Hodges
霍奎厄姆	美国		Hoquiam
霍奥凯纳	美国		Hookena
霍奥莱胡阿	美国		Hoolehua
霍姆代尔	美国		Homedale
霍姆伍德	美国		Homewood / Holmwood
霍姆斯特德	美国		Homestead
霍尔	美国		Hall
霍尔丁福德	美国		Holdingford
霍尔基特角	美国		Halkett, C.
霍尔堡	美国		Fort Hall
霍尔岛	美国		Hall I.
霍尔布鲁克	美国		Holbrook
霍尔德里奇	美国		Holdrege
霍尔斯	美国		Halls
霍尔斯塔德	美国		Halstad
霍尔斯特德	美国		Halstead / Hallstead
霍尔斯维尔	美国		Hallsville
霍尔斯顿河	美国		Holston R.
霍尔曼	美国		Holman
霍尔特	美国		Holt
霍尔特姆城	美国		Haltom City
霍尔特维尔	美国		Holtville
霍尔登	美国		Holden
霍尔登维尔	美国		Holdenville
霍尔盖特	美国		Holgate
霍尔萨米特	美国		Hall Summit
霍尔西	美国		Halsey
霍尔门	美国		Holmen
霍尔顿	美国		Houlton / Holton / Hallton
霍尼	美国		Hoehne
霍巴克峰	美国		Hoback Pk.
霍巴克河	美国		Hoback R.
霍巴特	美国		Hobart
霍布古德	美国		Hobgood
霍布斯	美国		Hobbs
霍布斯艾兰	美国		Hobbs Island
霍布桑德	美国		Hobe Sound
霍布森	美国		Hobson
霍布肯	美国		Hobucken
霍恩岛	美国		Horn I.
霍恩布鲁克	美国		Hornbrook
霍恩斯比	美国		Hornsby
霍恩沃尔德	美国		Hohenwald
霍恩贝克	美国		Hornbeck
霍扎纳河	美国		Hodzana R.
霍文	美国		Hoven
霍文威普国家保护区	美国		Hovenweep Nat. Mont.
霍斯	美国		Hawes
霍斯克里克	美国		Horse Creek
霍斯凯夫	美国		Horse Cave
霍斯帕	美国		Hospah
霍斯斯普林斯	美国		Horse Springs
霍斯福德	美国		Hosford
霍斯维尔	美国		Hawesville
霍斯舒本德	美国		Horse Shoe Bend
霍斯舒水库	美国		Horseshoe Res.
霍斯金斯	美国		Hoskins
霍斯黑兹	美国		Horseheads
霍斯黑德湖	美国		Horsehead L.
霍斯默	美国		Hosmer
霍普	美国		Hope
霍普伍德	美国		Hopwood
霍普兰	美国		Hopland
霍普博特姆	美国		Hop Bottom
霍普港	美国		Port Hope
霍普金斯	美国		Hopkins
霍普金斯维尔	美国		Hopkinsville
霍普金顿	美国		Hopkinton
霍普韦尔	美国		Hopewell
霍根斯维尔	美国		Hogansville
霍格兰	美国		Hoagland
霍格岛	美国		Hog I.
霍格巴克山	美国		Hogback Mt.
霍洛维尔	美国		Hollowville
霍洛韦	美国		Holloway
霍滕斯	美国		Hortense
霍特奇尔	美国		What Cheer
霍特科姆湖	美国		Whatcom, L.
霍特韦尔斯	美国		Hot Wells
霍瑟姆湾	美国		Hotham Inlet
霍米尼	美国		Hominy
霍索恩	美国		Hawthorne
霍纳斯敦	美国		Hornerstown
霍纳斯维尔	美国		Hornersville
霍舍姆	美国		Horsham
霍茨代尔	美国		Houtzdale
霍莫萨萨	美国		Homosassa
霍诺卡	美国		Honokaa
霍诺卡胡阿	美国		Honokahua
霍诺柳利	美国		Honouliuli
霍诺科豪	美国		Honokohau
霍诺穆	美国		Honomu
霍里孔	美国		Horicon
霍金斯峰	美国		Hawkins Pk.
霍金斯维尔	美国		Hawkinsville
霍金河	美国		Hocking R.
霍金波特	美国		Hockingport
霍金维尔	美国		Hodgenville
霍雷肖	美国		Horatio
霍霍利特纳河	美国		Hoholitna R.
霍顿	美国		Wharton / Houghton / Horton
霍顿湖	美国		Houghton L.
霍马	美国		Houma
霍默维尔	美国		Homerville
露西	美国		Lucy
韦伦德里国家保护区	美国		Verendrye Nat. Mont.
韦伯城	美国		Weber City
韦伯斯特	美国		Webster
韦伯斯特城	美国		Webster City
韦伯斯特格罗夫斯	美国		Webster Groves
韦克罗斯	美国		Waycross
韦克顿	美国		Wakerton
韦兰	美国		Wayland
韦兹伯勒	美国		Wadesboro
韦内托	美国		Venator
韦利卡	美国		Weleetka
韦勒斯	美国		Vilas
韦南戈	美国		Venango
韦厄拉	美国		Viola
韦厄维加	美国		Weyauwega
韦吉塔	美国		Veguita
韦塔姆卡	美国		Wetumpka / Wetumka
韦夫兰	美国		Waveland
韦奇菲尔德	美国		Wedgefield
韦奥特	美国		Weott
韦宁	美国		Vining
韦尔	美国		Weir / Ware / Vale / Vail
韦尔多纳	美国		Weldona
韦尔奇	美国		Welch
韦尔德	美国		Waelder
韦尔敦	美国		Waretown
韦尔斯	美国		Wells
韦尔斯伯勒	美国		Wellsboro
韦尔斯堡	美国		Wellsburg
韦尔斯维尔	美国		Wellsville
韦尔斯里费	美国		Wells River
韦尔斯顿	美国		Wellston
韦尔曼	美国		Wellman
韦尔本	美国		Wellborn
韦尔法诺河	美国		Huerfano R.
韦尔瓦	美国		Velva
韦尔登河	美国		Weldon R.
韦尔肖尔斯	美国		Ware Shoals
韦尔豪泽	美国		Weyerhauser
韦尔顿	美国		Wellton / Weirton
韦尼蒂兰丁	美国		Venetie Landing
韦尼阿米诺夫火山	美国		Veniaminof Vol.
韦布	美国		Webb
韦布伦	美国		Veblen
韦布城	美国		Webb City
韦弗	美国		Wever
韦弗利	美国		Waverly
韦弗利霍尔	美国		Waverly Hall
韦德	美国		Wade
韦恩	美国		Wayne / Wayan
韦恩县	美国		Wayne Co.
韦恩城	美国		Wayne City
韦恩堡	美国		Fort Wayne
韦恩斯伯勒	美国		Waynesboro
韦恩斯堡	美国		Waynesburg
韦恩斯维尔	美国		Waynesville
韦恩赖特	美国		Wainwright
韦拉	美国		Vera
韦拉卡	美国		Welaka
韦拉德	美国		Velarde
韦拉斯科	美国		Velasco
韦斯利	美国		Wesley
韦斯塔	美国		Vesta
韦斯托弗	美国		Westover
韦斯拉科	美国		Weslaco
韦斯滕	美国		Western
韦斯特	美国		West
韦斯特伍德	美国		Westwood
韦斯特伯勒	美国		Westboro
韦斯特伯里	美国		Westbury
韦斯特克利夫	美国		Westcliffe / Westcliff
韦斯特兰	美国		Westland
韦斯特尔森特	美国		Vestal Center
韦斯特山	美国		West Butte
韦斯特布鲁克	美国		Westbrook
韦斯特比	美国		Westby
韦斯特沃特	美国		Westwater
韦斯特波特	美国		Westport
韦斯特福克	美国		West Fork
韦斯特福尔	美国		Westfall
韦斯特维尔	美国		Westville
韦斯特维戈	美国		Westwego
韦斯特莱克	美国		Westlake
韦斯特菲尔德	美国		Westfield
韦斯特贝	美国		West Bay
韦斯特赛德	美国		West Side / Westside
韦斯特霍夫	美国		Westhoff
韦斯特霍普	美国		Westhope
韦斯珀	美国		Vesper
韦普	美国		Weippe
韦格勒姆	美国		Wagram
韦森	美国		Wesson
韦沃卡	美国		Wewoka
韦泽	美国		Weiser
韦海卡普卡湖	美国		Weohyakapka L.
韦灵山	美国		Waring Mts.
韦特伦	美国		Veteran
韦特尔	美国		Vetal
韦特山	美国		Wet Mts.
韦特莫尔	美国		Wetmore
韦瑟利	美国		Weatherly
韦瑟比	美国		Weatherby
韦瑟福德	美国		Weatherford
韦瓦希奇卡	美国		Wewahitchka
韦登	美国		Vaiden
韦科	美国		Waco
韦约	美国		Veyo
韦纳	美国		Weiner / Vina
韦纳奇	美国		Wenatchee
韦纳尔黑文	美国		Vinalhaven
韦罗奎	美国		Viroqua
韦茅斯	美国		Weymouth
韦茨堡	美国		Waitsburg
韦诺卡	美国		Waynoka
韦诺纳	美国		Wenona
韦赛德	美国		Wayside
韦辛顿	美国		Wessington
韦辛顿斯普林斯	美国		Wessington Springs
韦通卡	美国		Wetonka
韦道伊	美国		Wedowee
韦韦	美国		Vevay
香农	美国		Shannon
香农城	美国		Shannon City
香农堡	美国		Castle Shannon
马丁	美国		Martin
马丁代尔	美国		Martindale
马丁内斯	美国		Martinez
马丁斯代尔	美国		Martinsdale
马丁斯堡	美国		Martinsburg
马丁斯维尔	美国		Martinsville
马丁斯费里	美国		Martins Ferry
马丁湖	美国		Martin L.
马丁角	美国		Martin Pt.
马亚卡港	美国		Port Mayaca
马什	美国		Marsh
马什峰	美国		Marsh Pk.
马什希尔	美国		Marsh Hill
马什皮	美国		Mashpee
马什维尔	美国		Marshville
马什菲尔德	美国		Marshfield
马伦	美国		Mullen
马伦戈	美国		Marengo
马伦斯	美国		Mullens
马伯里	美国		Marbury
马佐梅尼	美国		Mazomanie
马修斯	美国		Mathews
马克利维尔	美国		Markleeville
马克姆	美国		Markham
马克德特里	美国		Marked Tree
马克斯	美国		Max / Marquez / Marks
马克斯巴斯	美国		Maxbass
马克斯梅多斯	美国		Max Meadows
马克斯维尔	美国		Marksville
马克斯韦尔	美国		Maxwell
马克斯顿	美国		Maxton
马克维尔	美国		Markville
