# 中国历史地名大辞典
# 复旦大学历史地理研究所编《中国历史地名辞典》，江西教育出版社，1986年
# https://forum.freemdict.com/t/topic/12460
# https://forum.freemdict.com/t/topic/14497
# https://github.com/rime-aca/corpus/blob/master/中國歷史地名辭典.txt
# 地名	繁体	序号	页码

大富铅场	(大富鉛場)	920	0040
大漫天寨		921	0040
大演银场	(大演銀場)	922	0041
大山千户所		923	0041
大田千户所		924	0041
大同山银场	(大同山銀場)	925	0041
大同中屯卫	(大同中屯衛)	926	0041
大华长官司	(大華長官司)	927	0041
大坝都总管	(大壩都總管)	928	0041
大旺安抚司	(大旺安撫司)	929	0041
大金千户所		930	0041
大宛都督府		931	0041
大城千户所		932	0041
大侯长官司	(大侯長官司)	933	0041
大庸千户所		934	0041
大嵩千户所		935	0041
大鹏千户所	(大鵬千户所)	936	0041
大万山长官司	(大萬山長官司)	937	0041
大龙番长官司	(大龍番長官司)	938	0041
大平伐长官司	(大平伐長官司)	939	0041
大延寿甘露寺	(大延壽甘露寺)	940	0041
大金川安抚司	(大金川安撫司)	941	0041
大渡河千户所		942	0041
大漠州都督府		943	0041
大万谷乐总管府	(大萬谷樂總管府)	944	0041
大小化等处长官司	(大小化等處長官司)	945	0041
大龙番应天府安抚司	(大龍番應天府安撫司)	946	0042
大青山骨记等处长官司	(大青山骨記等處長官司)	947	0042
大万山苏葛办等处长官司	(大萬山蘇葛辦等處長官司)	948	0042
万山	(萬山)	949	0042
万丹	(萬丹)	950	0042
万州	(萬州)	951	0042
万县	(萬縣)	952	0042
万郡	(萬郡)	953	0042
万川县	(萬川縣)	954	0042
万川郡	(萬川郡)	955	0042
万户谷	(萬户谷)	956	0042
万世观	(萬世觀)	957	0042
万世县	(萬世縣)	958	0042
万世郡	(萬世郡)	959	0042
万石城	(萬石城)	960	0042
万仞关	(萬仞關)	961	0042
万仞寨	(萬仞寨)	962	0042
万宁寨	(萬寧寨)	963	0042
万岁山	(萬歲山)	964	0042
万岁县	(萬歲縣)	965	0043
万岁亭	(萬歲亭)	966	0043
万岁楼	(萬歲樓)	967	0043
万岁镇	(萬歲鎮)	968	0043
万年尹	(萬年尹)	969	0043
万年州	(萬年州)	970	0043
万年县	(萬年縣)	971	0043
万年宫	(萬年宮)	972	0043
万全县	(萬全縣)	973	0043
万全郡	(萬全郡)	974	0043
万安山	(萬安山)	975	0043
万安州	(萬安州)	976	0043
万安军	(萬安軍)	977	0043
万安县	(萬安縣)	978	0043
万安驿	(萬安驛)	979	0044
万安郡	(萬安郡)	980	0044
万安桥	(萬安橋)	981	0044
万安寨	(萬安寨)	982	0044
万安镇	(萬安鎮)	983	0044
万寿县	(萬壽縣)	984	0044
万寿宫	(萬壽宮)	985	0044
万寿桥	(萬壽橋)	986	0044
万寿殿	(萬壽殿)	987	0044
万寿镇	(萬壽鎮)	988	0044
万里沙	(萬里沙)	989	0044
万里桥	(萬里橋)	990	0044
万形州	(萬形州)	991	0044
万村市	(萬村市)	992	0044
万佛峡	(萬佛峽)	993	0044
万松县	(萬松縣)	994	0044
万松亭	(萬松亭)	995	0044
万顷池	(萬頃池)	996	0044
万承州	(萬承州)	997	0044
万承县	(萬承縣)	998	0044
万春山	(萬春山)	999	0045
万春圩	(萬春圩)	1000	0045
万春县	(萬春縣)	1001	0045
万春城	(萬春城)	1002	0045
万荣郡	(萬榮郡)	1003	0045
万泉县	(萬泉縣)	1004	0045
万胜堆	(萬勝堆)	1005	0045
万胜镇	(萬勝鎮)	1006	0045
万卷阁	(萬卷閣)	1007	0045
万载场	(萬載場)	1008	0045
万载县	(萬載縣)	1009	0045
万铜山	(萬銅山)	1010	0045
万斛堆	(萬斛堆)	1011	0045
万涯州	(萬涯州)	1012	0045
万善城	(萬善城)	1013	0045
万德州	(萬德州)	1014	0045
万岁岭镇	(萬歲嶺鎮)	1015	0045
万全左卫	(萬全左衛)	1016	0045
万全右卫	(萬全右衛)	1017	0045
万里长沙	(萬里長沙)	1018	0045
万里石床	(萬里石床)	1019	0046
万里石塘	(萬里石塘)	1020	0046
万安千户所	(萬安千户所)	1021	0046
万全都指挥使司	(萬全都指揮使司)	1022	0046
兀丹		1023	0046
兀失卫	(兀失衛)	1024	0046
兀者卫	(兀者衛)	1025	0046
兀的河		1026	0046
兀剌孩		1027	0046
兀剌海		1028	0046
兀惹城		1029	0046
兀也吾卫	(兀也吾衛)	1030	0046
兀列河卫	(兀列河衛)	1031	0046
兀良海牙		1032	0046
兀者左卫	(兀者左衛)	1033	0046
兀者右卫	(兀者右衛)	1034	0046
兀者后卫	(兀者后衛)	1035	0046
兀的河卫	(兀的河衛)	1036	0046
兀的剌儿	(兀的剌兒)	1037	0046
兀泷古河	(兀瀧古河)	1038	0046
兀剌忽卫	(兀剌忽衛)	1039	0046
兀剌海路		1040	0046
兀提剌耳		1041	0046
兀答剌儿	(兀答剌兒)	1042	0046
兀者托温千户所		1043	0046
兀者吉烈迷万户府	(兀者吉烈迷萬户府)	1044	0047
兀者揆野木千户所		1045	0047
兀者稳勉赤千户所	(兀者穩勉赤千户所)	1046	0047
寸金淀		1047	0047
弋阳江	(弋陽江)	1048	0047
弋阳县	(弋陽縣)	1049	0047
弋阳郡	(弋陽郡)	1050	0047
弋居县	(弋居縣)	1051	0047
上州		1052	0047
上江		1053	0047
上县	(上縣)	1054	0047
上京		1055	0047
上闸	(上閘)	1056	0047
上保		1057	0047
上洛		1058	0047
上郡		1059	0047
上都		1060	0047
上梅		1061	0047
上湖		1062	0047
上雒		1063	0047
上缭	(上繚)	1064	0048
上川山		1065	0048
上川洲		1066	0048
上川郡		1067	0048
上马县	(上馬縣)	1068	0048
上马河	(上馬河)	1069	0048
上元县	(上元縣)	1070	0048
上勾隘		1071	0048
上方寺		1072	0048
上水关	(上水關)	1073	0048
上艾县	(上艾縣)	1074	0048
上龙州	(上龍州)	1075	0048
上东门	(上東門)	1076	0048
上平关	(上平關)	1077	0048
上甲县	(上甲縣)	1078	0048
上甲郡		1079	0048
上白城		1080	0048
上兰观	(上蘭觀)	1081	0048
上兴埠	(上興埠)	1082	0048
上阳邑	(上陽邑)	1083	0048
上阳宫	(上陽宮)	1084	0048
上那蚌		1085	0048
上坑蓢		1086	0048
上谷郡		1087	0048
上犹场	(上猶場)	1088	0048
上犹县	(上猶縣)	1089	0048
上邽县	(上邽縣)	1090	0049
上坪寨		1091	0049
上林县	(上林縣)	1092	0049
上林苑		1093	0049
上林峒		1094	0049
上杭场	(上杭場)	1095	0049
上杭县	(上杭縣)	1096	0049
上岭山	(上嶺山)	1097	0049
上明县	(上明縣)	1098	0049
上明城		1099	0049
上京道		1100	0049
上京路		1101	0049
上官桥	(上官橋)	1102	0049
上宛县	(上宛縣)	1103	0049
上宜川		1104	0049
上宜县	(上宜縣)	1105	0049
上陌县	(上陌縣)	1106	0050
上封县	(上封縣)	1107	0050
上春门	(上春門)	1108	0050
上草峒		1109	0050
上映州		1110	0050
上映洞		1111	0050
上思厅	(上思廳)	1112	0050
上思州		1113	0050
上思县	(上思縣)	1114	0050
上饶县	(上饒縣)	1115	0050
上亭驿	(上亭驛)	1116	0050
上帝坪		1117	0050
上洪县	(上洪縣)	1118	0050
上洛县	(上洛縣)	1119	0050
上洛郡		1120	0050
上津县	(上津縣)	1121	0050
上津郡		1122	0050
上津堡		1123	0050
上宫台	(上宮台)	1124	0050
上昶城		1125	0050
上都路		1126	0050
上鄀邑		1127	0051
上桥县	(上橋縣)	1128	0051
上栗镇	(上栗鎮)	1129	0051
上原县	(上原縣)	1130	0051
上虒亭		1131	0051
上顿渡	(上頓渡)	1132	0051
上党关	(上黨關)	1133	0051
上党县	(上黨縣)	1134	0051
上党郡	(上黨郡)	1135	0051
上高场	(上高場)	1136	0051
上高县	(上高縣)	1137	0051
上高镇	(上高鎮)	1138	0051
上海务	(上海務)	1139	0051
上海县	(上海縣)	1140	0051
上海道		1141	0051
上容渎	(上容瀆)	1142	0051
上黄县	(上黃縣)	1143	0051
上庸县	(上庸縣)	1144	0051
上庸郡		1145	0051
上清观	(上清觀)	1146	0051
上清镇	(上清鎮)	1147	0051
上隆州		1148	0052
上棘邑		1149	0052
上程聚		1150	0052
上隽郡	(上雋郡)	1151	0052
上道堡		1152	0052
上游镇	(上游鎮)	1153	0052
上湖城		1154	0052
上鄍邑		1155	0052
上幕镇	(上幕鎮)	1156	0052
上虞县	(上虞縣)	1157	0052
上廉县	(上廉縣)	1158	0052
上源驿	(上源驛)	1159	0052
上禄县	(上祿縣)	1160	0052
上蔡县	(上蔡縣)	1161	0052
上雒县	(上雒縣)	1162	0052
上寨驿	(上寨驛)	1163	0052
上疁村		1164	0052
上瓮驿	(上甕驛)	1165	0052
上下冻州	(上下凍州)	1166	0052
上天竺寺		1167	0052
上石西州		1168	0052
上司马邑	(上司馬邑)	1169	0052
上曲阳县	(上曲陽縣)	1170	0052
上怀恩州	(上懷恩州)	1171	0053
上竿塘山		1172	0053
上殷台县	(上殷台縣)	1173	0053
上峨桥镇	(上峨橋鎮)	1174	0053
上清溪镇	(上清溪鎮)	1175	0053
上雒侯国	(上雒侯國)	1176	0053
上龙长官司	(上龍長官司)	1177	0053
上里平河村		1178	0053
上林长官司	(上林長官司)	1179	0053
上峒长官司	(上峒長官司)	1180	0053
上清正一宫	(上清正一宮)	1181	0053
上塘长官司	(上塘長官司)	1182	0053
上马桥长官司	(上馬橋長官司)	1183	0053
上龙州长官司	(上龍州長官司)	1184	0053
上罗计长官司	(上羅計長官司)	1185	0053
上黎平长官司	(上黎平長官司)	1186	0053
上爱茶峒长官司	(上愛茶峒長官司)	1187	0053
上都云等处长官司	(上都云等處長官司)	1188	0053
口北		1189	0053
口外		1190	0053
口北道		1191	0053
口岸镇	(口岸鎮)	1192	0053
口北三厅	(口北三廳)	1193	0053
山左		1194	0053
山右		1195	0053
山东	(山東)	1196	0053
山西		1197	0053
山后		1198	0053
山州		1199	0054
山角		1200	0054
山枣	(山棗)	1201	0054
山国	(山國)	1202	0054
山亭		1203	0054
山前		1204	0054
山口城		1205	0054
山口镇	(山口鎮)	1206	0054
山丹卫	(山丹衛)	1207	0054
山丹州		1208	0054
山丹县	(山丹縣)	1209	0054
山氏邑		1210	0054
山东县	(山東縣)	1211	0054
山北县	(山北縣)	1212	0054
山头庄	(山頭庄)	1213	0054
山光寺		1214	0054
山羊隘		1215	0054
山阳池	(山陽池)	1216	0054
山阳县	(山陽縣)	1217	0054
山阳郡	(山陽郡)	1218	0055
山阳渎	(山陽瀆)	1219	0055
山阳城	(山陽城)	1220	0055
山阳湾	(山陽灣)	1221	0055
山阴县	(山陰縣)	1222	0055
山角站		1223	0055
山坡邑		1224	0055
山茌县	(山茌縣)	1225	0055
山枣驿	(山棗驛)	1226	0055
山河县	(山河縣)	1227	0055
山河堰		1228	0055
山城镇	(山城鎮)	1229	0055
山南道		1230	0055
山都县	(山都縣)	1231	0055
山海卫	(山海衛)	1232	0055
山桑县	(山桑縣)	1233	0055
山东东路	(山東東路)	1234	0055
山东西路	(山東西路)	1235	0056
山西东路	(山西東路)	1236	0056
山南东道	(山南東道)	1237	0056
山南西道		1238	0056
山桑侯国	(山桑侯國)	1239	0056
山斋等处长官司	(山齋等處長官司)	1240	0056
山东东西道宣慰司	(山東東西道宣慰司)	1241	0056
山东等处行中书省	(山東等處行中書省)	1242	0056
山西等处行中书省	(山西等處行中書省)	1243	0056
巾车乡	(巾車鄉)	1244	0056
千塔		1245	0056
千墩		1246	0056
千工堰		1247	0056
千户固		1248	0056
千岁衢	(千歲衢)	1249	0056
千里径	(千里徑)	1250	0056
千佛山		1251	0056
千佛洞		1252	0056
千佛崖		1253	0057
千亩邑	(千畝邑)	1254	0057
千金冶		1255	0057
千金堨		1256	0057
千金镇	(千金鎮)	1257	0057
千秋关	(千秋關)	1258	0057
千秋池		1259	0057
千秋县	(千秋縣)	1260	0057
千秋岭	(千秋嶺)	1261	0057
千秋亭		1262	0057
千秋峡	(千秋峽)	1263	0057
千峰寺		1264	0057
千乘县	(千乘縣)	1265	0057
千乘邑		1266	0057
千乘郡		1267	0057
千童县	(千童縣)	1268	0057
千里长沙	(千里長沙)	1269	0057
千里石塘		1270	0057
千里松林		1271	0057
千罗畈镇	(千羅畈鎮)	1272	0057
乞兰部	(乞蘭部)	1273	0057
乞伏泊		1274	0057
乞勒尼卫	(乞勒尼衛)	1275	0057
乞塔河卫	(乞塔河衛)	1276	0057
乞督军山	(乞督軍山)	1277	0057
乞则里八海	(乞則里八海)	1278	0058
乞则里八寺海	(乞則里八寺海)	1279	0058
乞湿泐巴失海子	(乞濕泐巴失海子)	1280	0058
川州		1281	0058
川沙厅	(川沙廳)	1282	0058
川沙县	(川沙縣)	1283	0058
川沙堡		1284	0058
川岩城		1285	0058
川陵山		1286	0058
川边特别区	(川邊特別區)	1287	0058
义台	(義台)	1288	0058
义州	(義州)	1289	0058
义昌	(義昌)	1290	0058
义陵	(義陵)	1291	0058
义山县	(義山縣)	1292	0058
义川县	(義川縣)	1293	0058
义川郡	(義川郡)	1294	0059
义门镇	(義門鎮)	1295	0059
义乡县	(義鄉縣)	1296	0059
义丰场	(義豐場)	1297	0059
义丰县	(義豐縣)	1298	0059
义乌县	(義烏縣)	1299	0059
义立县	(義立縣)	1300	0059
义头口	(義頭口)	1301	0059
义宁州	(義寧州)	1302	0059
义宁军	(義寧軍)	1303	0059
义宁县	(義寧縣)	1304	0059
义宁郡	(義寧郡)	1305	0059
义宁镇	(義寧鎮)	1306	0059
义成军	(義成軍)	1307	0059
义成县	(義成縣)	1308	0059
义成郡	(義成郡)	1309	0059
义伦县	(義倫縣)	1310	0060
义合站	(義合站)	1311	0060
义合寨	(義合寨)	1312	0060
义州卫	(義州衛)	1313	0060
义兴县	(義興縣)	1314	0060
义兴郡	(義興郡)	1315	0060
义安县	(義安縣)	1316	0060
义安郡	(義安郡)	1317	0060
义阳军	(義陽軍)	1318	0060
义阳县	(義陽縣)	1319	0060
义阳国	(義陽國)	1320	0060
义阳郡	(義陽郡)	1321	0060
义招县	(義招縣)	1322	0060
义昌县	(義昌縣)	1323	0060
义城县	(義城縣)	1324	0060
义城郡	(義城郡)	1325	0060
义城堡	(義城堡)	1326	0060
义泉县	(義泉縣)	1327	0061
义胜军	(義勝軍)	1328	0061
义唐郡	(義唐郡)	1329	0061
义宾县	(義賓縣)	1330	0061
义陵县	(義陵縣)	1331	0061
义绥县	(義綏縣)	1332	0061
义康县	(義康縣)	1333	0061
义章县	(義章縣)	1334	0061
义清县	(義清縣)	1335	0061
义督赕	(義督賧)	1336	0061
义渠县	(義渠縣)	1337	0061
义渠国	(義渠國)	1338	0061
义塘郡	(義塘郡)	1339	0061
义熙县	(義熙縣)	1340	0061
义成侯国	(義成侯國)	1341	0061
义阳三关	(義陽三關)	1342	0061
义院口关	(義院口關)	1343	0061
夕阳村	(夕陽村)	1344	0061
夕阳县	(夕陽縣)	1345	0061
夕阳亭	(夕陽亭)	1346	0061
夕阳聚	(夕陽聚)	1347	0061
夕阳镇	(夕陽鎮)	1348	0061
久山		1349	0061
久山镇	(久山鎮)	1350	0061
久越得犍国	(久越得犍國)	1351	0061
凡国	(凡國)	1352	0062
凡城		1353	0062
凡城县	(凡城縣)	1354	0062
丸都山		1355	0062
丸都城		1356	0062
勺梁邑		1357	0062
广乡	(廣鄉)	1358	0062
广州	(廣州)	1359	0062
广里	(廣里)	1360	0062
广县	(廣縣)	1361	0062
广澳	(廣澳)	1362	0062
广川县	(廣川縣)	1363	0062
广川国	(廣川國)	1364	0062
广川郡	(廣川郡)	1365	0062
广义县	(廣義縣)	1366	0062
广乡县	(廣鄉縣)	1367	0062
广丰县	(廣豐縣)	1368	0062
广元县	(廣元縣)	1369	0062
广元府	(廣元府)	1370	0062
广元路	(廣元路)	1371	0062
广长县	(廣長縣)	1372	0063
广长郡	(廣長郡)	1373	0063
广仁城	(廣仁城)	1374	0063
广化县	(廣化縣)	1375	0063
广化郡	(廣化郡)	1376	0063
广平县	(廣平縣)	1377	0063
广平国	(廣平國)	1378	0063
广平府	(廣平府)	1379	0063
广平郡	(廣平郡)	1380	0063
广平淀	(廣平淀)	1381	0063
广平路	(廣平路)	1382	0063
广平镇	(廣平鎮)	1383	0063
广业郡	(廣業郡)	1384	0063
广汉县	(廣漢縣)	1385	0063
广汉郡	(廣漢郡)	1386	0063
广宁卫	(廣寧衛)	1387	0063
广宁县	(廣寧縣)	1388	0063
广宁府	(廣寧府)	1389	0064
广宁郡	(廣寧郡)	1390	0064
广宁馆	(廣寧館)	1391	0064
广边军	(廣邊軍)	1392	0064
广西州	(廣西州)	1393	0064
广西军	(廣西軍)	1394	0064
广西县	(廣西縣)	1395	0064
广西府	(廣西府)	1396	0064
广西路	(廣西路)	1397	0064
广夷州	(廣夷州)	1398	0064
广至县	(廣至縣)	1399	0064
广年县	(廣年縣)	1400	0064
广州市	(廣州市)	1401	0064
广州府	(廣州府)	1402	0064
广州路	(廣州路)	1403	0064
广兴县	(廣興縣)	1404	0064
广兴府	(廣興府)	1405	0064
广兴郡	(廣興郡)	1406	0065
广安州	(廣安州)	1407	0065
广安军	(廣安軍)	1408	0065
广安县	(廣安縣)	1409	0065
广安所	(廣安所)	1410	0065
广安府	(廣安府)	1411	0065
广安郡	(廣安郡)	1412	0065
广阳门	(廣陽門)	1413	0065
广阳县	(廣陽縣)	1414	0065
广阳郡	(廣陽郡)	1415	0065
广寿县	(廣壽縣)	1416	0065
广运堡	(廣運堡)	1417	0065
广运潭	(廣運潭)	1418	0065
广岘关	(廣峴關)	1419	0065
广邑州	(廣邑州)	1420	0065
广利原	(廣利原)	1421	0065
广灵县	(廣靈縣)	1422	0065
广纳县	(廣納縣)	1423	0066
广阿县	(廣阿縣)	1424	0066
广阿泽	(廣阿澤)	1425	0066
广陈镇	(廣陳鎮)	1426	0066
广武山	(廣武山)	1427	0066
广武县	(廣武縣)	1428	0066
广武郡	(廣武郡)	1429	0066
广武城	(廣武城)	1430	0066
广郁县	(廣郁縣)	1431	0066
广昌县	(廣昌縣)	1432	0066
广昌郡	(廣昌郡)	1433	0066
广明县	(廣明縣)	1434	0066
广固城	(廣固城)	1435	0066
广牧县	(廣牧縣)	1436	0066
广定县	(廣定縣)	1437	0067
广宗县	(廣宗縣)	1438	0067
广宗郡	(廣宗郡)	1439	0067
广泽县	(廣澤縣)	1440	0067
广城关	(廣城關)	1441	0067
广城县	(廣城縣)	1442	0067
广南府	(廣南府)	1443	0067
广南城	(廣南城)	1444	0067
广南路	(廣南路)	1445	0067
广威县	(廣威縣)	1446	0067
广荡城	(廣蕩城)	1447	0067
广顺州	(廣順州)	1448	0067
广信县	(廣信縣)	1449	0067
广信府	(廣信府)	1450	0067
广衍县	(廣衍縣)	1451	0067
广胜寺	(廣勝寺)	1452	0067
广饶县	(廣饒縣)	1453	0067
广济寺	(廣濟寺)	1454	0067
广济圩	(廣濟圩)	1455	0067
广济县	(廣濟縣)	1456	0067
广济河	(廣濟河)	1457	0068
广济桥	(廣濟橋)	1458	0068
广济渠	(廣濟渠)	1459	0068
广洛县	(廣洛縣)	1460	0068
广柔县	(廣柔縣)	1461	0068
广都县	(廣都縣)	1462	0068
广晋县	(廣晉縣)	1463	0068
广晋府	(廣晉府)	1464	0068
广桥寨	(廣橋寨)	1465	0068
广恩县	(廣恩縣)	1466	0068
广恩镇	(廣恩鎮)	1467	0068
广海卫	(廣海衛)	1468	0068
广海寨	(廣海寨)	1469	0068
广宴亭	(廣宴亭)	1470	0068
广通仓	(廣通倉)	1471	0068
广通县	(廣通縣)	1472	0068
广通渠	(廣通渠)	1473	0069
广陵县	(廣陵縣)	1474	0069
广陵邑	(廣陵邑)	1475	0069
广陵国	(廣陵國)	1476	0069
广陵城	(廣陵城)	1477	0069
广陵郡	(廣陵郡)	1478	0069
广陵镇	(廣陵鎮)	1479	0069
广戚县	(廣戚縣)	1480	0069
广望观	(廣望觀)	1481	0069
广润县	(廣潤縣)	1482	0069
广梁郡	(廣梁郡)	1483	0069
广惠院	(廣惠院)	1484	0069
广源州	(廣源州)	1485	0069
广熙郡	(廣熙郡)	1486	0069
广福县	(廣福縣)	1487	0069
广福郡	(廣福郡)	1488	0069
广德州	(廣德州)	1489	0069
广德军	(廣德軍)	1490	0069
广德县	(廣德縣)	1491	0069
广德湖	(廣德湖)	1492	0070
广德路	(廣德路)	1493	0070
广魏郡	(廣魏郡)	1494	0070
广宁左卫	(廣寧左衛)	1495	0070
广宁右卫	(廣寧右衛)	1496	0070
广宁中卫	(廣寧中衛)	1497	0070
广宁府路	(廣寧府路)	1498	0070
广吴岭堡	(廣吳嶺堡)	1499	0070
广南东路	(廣南東路)	1500	0070
广南西路	(廣南西路)	1501	0070
广望侯国	(廣望侯國)	1502	0070
广宁左屯卫	(廣寧左屯衛)	1503	0070
广宁右屯卫	(廣寧右屯衛)	1504	0070
广宁中屯卫	(廣寧中屯衛)	1505	0070
广宁中后所	(廣寧中后所)	1506	0070
广宁后屯卫	(廣寧后屯衛)	1507	0070
广宁前屯卫	(廣寧前屯衛)	1508	0070
广德制置院	(廣德制置院)	1509	0070
广东道宣慰司	(廣東道宣慰司)	1510	0070
广宁中左千户所	(廣寧中左千户所)	1511	0070
广南西路宣抚司	(廣南西路宣撫司)	1512	0071
广东等处行中书省	(廣東等處行中書省)	1513	0071
广西两江道宣慰司	(廣西兩江道宣慰司)	1514	0071
广西等处行中书省	(廣西等處行中書省)	1515	0071
门州	(門州)	1516	0071
门山县	(門山縣)	1517	0071
门辟村	(門辟村)	1518	0071
丫岩寨		1519	0071
之罘山		1520	0071
尸乡	(尸鄉)	1521	0071
尸氏邑		1522	0071
己氏县	(己氏縣)	1523	0071
己吾县	(己吾縣)	1524	0071
弓门寨	(弓門寨)	1525	0071
弓月城		1526	0071
弓高县	(弓高縣)	1527	0071
卫州	(衛州)	1528	0071
卫县	(衛縣)	1529	0071
卫国	(衛國)	1530	0071
卫藏	(衛藏)	1531	0072
卫山县	(衛山縣)	1532	0072
卫国军	(衛國軍)	1533	0072
卫国县	(衛國縣)	1534	0072
卫南县	(衛南縣)	1535	0072
卫真县	(衛真縣)	1536	0072
