# 中国·国家地名信息库 行政区划代码（数据截止日期为2025年12月31日）
# https://dmfw.mca.gov.cn/XzqhVersionPublish.html
#
# name	code	level	type	children
# -	00	0		34

红砂坝镇	150981104	4		
三义泉镇	150981105	4		
浑源窑乡	150981201	4		
官屯堡乡	150981205	4		
元山子乡	150981206	4		
兴安盟	1522	2	盟	6
兴安盟	152200000	2		
乌兰浩特市	152201	3	县级市	0
乌兰浩特市	152201000	3		
爱国街道	152201001	4		
和平街道	152201002	4		
兴安街道	152201003	4		
胜利街道	152201004	4		
铁西街道	152201005	4		
都林街道	152201006	4		
五一街道	152201007	4		
城郊街道	152201008	4		
天骄街道	152201009	4		
新城街道	152201010	4		
山水街道	152201011	4		
乌兰哈达镇	152201101	4		
葛根庙镇	152201102	4		
太本站镇	152201103	4		
义勒力特镇	152201104	4		
阿尔山市	152202	3	县级市	0
阿尔山市	152202000	3		
林海街道	152202001	4		
新城街道	152202002	4		
温泉街道	152202003	4		
伊尔施街道	152202004	4		
天池镇	152202100	4		
白狼镇	152202101	4		
五岔沟镇	152202102	4		
明水河镇	152202103	4		
科尔沁右翼前旗	152221	3	旗	0
科尔沁右翼前旗	152221000	3		
索伦镇	152221100	4		
大石寨镇	152221101	4		
归流河镇	152221102	4		
察尔森镇	152221103	4		
科尔沁镇	152221104	4		
额尔格图镇	152221110	4		
德伯斯镇	152221111	4		
居力很镇	152221119	4		
俄体镇	152221120	4		
满族屯满族乡	152221203	4		
乌兰毛都苏木	152221205	4		
阿力得尔苏木	152221207	4		
巴日嘎斯台乡	152221208	4		
桃合木苏木	152221209	4		
科尔沁右翼中旗	152222	3	旗	0
科尔沁右翼中旗	152222000	3		
巴彦呼舒镇	152222100	4		
高力板镇	152222101	4		
吐列毛都镇	152222102	4		
巴仁哲里木镇	152222103	4		
杜尔基镇	152222104	4		
好腰苏木镇	152222105	4		
新佳木苏木	152222203	4		
代钦塔拉苏木	152222206	4		
哈日诺尔苏木	152222207	4		
巴彦茫哈苏木	152222208	4		
巴彦淖尔苏木	152222209	4		
额木庭高勒苏木	152222210	4		
扎赉特旗	152223	3	旗	0
扎赉特旗	152223000	3		
音德尔镇	152223100	4		
新林镇	152223101	4		
巴彦高勒镇	152223102	4		
胡尔勒镇	152223103	4		
阿尔本格勒镇	152223104	4		
巴达尔胡镇	152223105	4		
图牧吉镇	152223107	4		
好力保镇	152223108	4		
巴彦乌兰苏木	152223210	4		
努文木仁乡	152223211	4		
巴彦扎拉嘎乡	152223212	4		
阿拉达尔吐苏木	152223213	4		
宝力根花苏木	152223214	4		
突泉县	152224	3	县	0
突泉县	152224000	3		
突泉镇	152224100	4		
六户镇	152224101	4		
东杜尔基镇	152224102	4		
永安镇	152224103	4		
水泉镇	152224104	4		
宝石镇	152224105	4		
九龙乡	152224200	4		
太平乡	152224201	4		
学田乡	152224202	4		
锡林郭勒盟	1525	2	盟	12
锡林郭勒盟	152500000	2		
二连浩特市	152501	3	县级市	0
二连浩特市	152501000	3		
乌兰街道	152501001	4		
锡林街道	152501002	4		
东城街道	152501003	4		
格日勒敖都苏木	152501200	4		
锡林浩特市	152502	3	县级市	0
锡林浩特市	152502000	3		
希日塔拉街道	152502001	4		
宝力根街道	152502002	4		
杭盖街道	152502003	4		
楚古兰街道	152502004	4		
额尔敦街道	152502005	4		
南郊街道	152502006	4		
巴彦锡勒街道	152502007	4		
巴彦查干街道	152502008	4		
阿尔善宝拉格镇	152502100	4		
宝力根苏木	152502200	4		
朝克乌拉苏木	152502201	4		
巴彦宝拉格苏木	152502202	4		
阿巴嘎旗	152522	3	旗	0
阿巴嘎旗	152522000	3		
别力古台镇	152522100	4		
洪格尔高勒镇	152522101	4		
查干淖尔镇	152522102	4		
那仁宝拉格苏木	152522200	4		
伊和高勒苏木	152522201	4		
吉尔嘎郎图苏木	152522202	4		
巴彦图嘎苏木	152522203	4		
苏尼特左旗	152523	3	旗	0
苏尼特左旗	152523000	3		
满都拉图镇	152523100	4		
查干敖包镇	152523101	4		
巴彦淖尔镇	152523102	4		
巴彦乌拉苏木	152523200	4		
赛罕高毕苏木	152523201	4		
洪格尔苏木	152523202	4		
达来苏木	152523203	4		
苏尼特右旗	152524	3	旗	0
苏尼特右旗	152524000	3		
赛汉塔拉镇	152524100	4		
朱日和镇	152524101	4		
乌日根塔拉镇	152524102	4		
桑宝拉格苏木	152524200	4		
额仁淖尔苏木	152524201	4		
赛罕乌力吉苏木	152524202	4		
阿其图乌拉苏木	152524203	4		
东乌珠穆沁旗	152525	3	旗	0
东乌珠穆沁旗	152525000	3		
乌里雅斯太镇	152525100	4		
道特淖尔镇	152525101	4		
嘎达布其镇	152525102	4		
满都胡宝拉格镇	152525103	4		
额吉淖尔镇	152525104	4		
巴彦胡硕镇	152525105	4		
呼热图淖尔苏木	152525200	4		
萨麦苏木	152525201	4		
嘎海乐苏木	152525202	4		
阿拉坦合力苏木	152525203	4		
西乌珠穆沁旗	152526	3	旗	0
西乌珠穆沁旗	152526000	3		
巴拉嘎尔高勒镇	152526100	4		
巴彦花镇	152526101	4		
吉仁高勒镇	152526102	4		
浩勒图高勒镇	152526103	4		
高日罕镇	152526104	4		
巴彦胡舒苏木	152526200	4		
乌兰哈拉嘎苏木	152526201	4		
太仆寺旗	152527	3	旗	0
太仆寺旗	152527000	3		
宝昌镇	152527100	4		
千斤沟镇	152527101	4		
红旗镇	152527102	4		
骆驼山镇	152527103	4		
永丰镇	152527104	4		
幸福乡	152527200	4		
贡宝拉格苏木	152527201	4		
镶黄旗	152528	3	旗	0
镶黄旗	152528000	3		
新宝拉格镇	152528100	4		
巴彦塔拉镇	152528101	4		
翁贡乌拉苏木	152528200	4		
宝格达音高勒苏木	152528201	4		
正镶白旗	152529	3	旗	0
正镶白旗	152529000	3		
明安图镇	152529100	4		
星耀镇	152529101	4		
伊和淖尔苏木	152529200	4		
乌兰查布苏木	152529201	4		
宝拉根陶海苏木	152529202	4		
正蓝旗	152530	3	旗	0
正蓝旗	152530000	3		
上都镇	152530100	4		
桑根达来镇	152530101	4		
哈毕日嘎镇	152530102	4		
宝绍代苏木	152530200	4		
那日图苏木	152530201	4		
赛音呼都嘎苏木	152530202	4		
扎格斯台苏木	152530203	4		
多伦县	152531	3	县	0
多伦县	152531000	3		
大北沟镇	152531100	4		
多伦诺尔镇	152531101	4		
滦源镇	152531102	4		
蔡木山乡	152531201	4		
西干沟乡	152531202	4		
阿拉善盟	1529	2	盟	3
阿拉善盟	152900000	2		
阿拉善左旗	152921	3	旗	0
阿拉善左旗	152921000	3		
巴彦浩特镇	152921100	4		
嘉尔嘎勒赛汉镇	152921101	4		
温都尔勒图镇	152921102	4		
吉兰泰镇	152921103	4		
乌斯太镇	152921104	4		
巴润别立镇	152921105	4		
宗别立镇	152921107	4		
敖伦布拉格镇	152921108	4		
腾格里额里斯镇	152921109	4		
巴彦木仁苏木	152921203	4		
乌力吉苏木	152921207	4		
额尔克哈什哈苏木	152921210	4		
巴彦诺日公苏木	152921212	4		
银根苏木	152921213	4		
超格图呼热苏木	152921214	4		
阿拉善右旗	152922	3	旗	0
阿拉善右旗	152922000	3		
巴丹吉林镇	152922100	4		
雅布赖镇	152922101	4		
阿拉腾敖包镇	152922103	4		
阿拉腾朝格苏木	152922201	4		
曼德拉苏木	152922205	4		
塔木素布拉格苏木	152922206	4		
巴彦高勒苏木	152922207	4		
额济纳旗	152923	3	旗	0
额济纳旗	152923000	3		
东风街道	152923001	4		
航空街道	152923002	4		
东风镇	152923101	4		
达来呼布镇	152923102	4		
哈日布日格德音乌拉镇	152923103	4		
策克镇	152923104	4		
赛汉陶来苏木	152923200	4		
马鬃山苏木	152923204	4		
苏泊淖尔苏木	152923205	4		
巴彦陶来苏木	152923206	4		
温图高勒苏木	152923207	4		
巴音陶海苏木	152923208	4		
辽宁省	21	1	省	14
辽宁省	210000000	1		
沈阳市	2101	2	地级市	13
沈阳市	210100000	2		
和平区	210102	3	市辖区	0
和平区	210102000	3		
浑河湾街道	210102001	4		
新华街道	210102002	4		
太原街街道	210102005	4		
北市场街道	210102010	4		
南市场街道	210102014	4		
马路湾街道	210102016	4		
南湖街道	210102019	4		
长白街道	210102021	4		
沈水湾街道	210102022	4		
浑河站西街道	210102023	4		
沈河区	210103	3	市辖区	0
沈河区	210103000	3		
滨河街道	210103005	4		
万莲街道	210103006	4		
朱剪炉街道	210103013	4		
北站街道	210103014	4		
风雨坛街道	210103015	4		
五里河街道	210103017	4		
皇城街道	210103018	4		
马官桥街道	210103019	4		
南塔街道	210103020	4		
东陵街道	210103021	4		
泉园街道	210103022	4		
大东区	210104	3	市辖区	0
大东区	210104000	3		
大北街道	210104002	4		
万泉街道	210104003	4		
文官街道	210104006	4		
二台子街道	210104007	4		
东站街道	210104009	4		
长安街道	210104012	4		
东塔街道	210104015	4		
津桥街道	210104016	4		
前进街道	210104017	4		
上园街道	210104018	4		
皇姑区	210105	3	市辖区	0
皇姑区	210105000	3		
舍利塔街道	210105020	4		
黄河街道	210105021	4		
三台子街道	210105022	4		
新乐街道	210105023	4		
明廉街道	210105025	4		
华山街道	210105028	4		
北塔街道	210105029	4		
陵东街道	210105030	4		
四台子街道	210105031	4		
鸭绿江街道	210105032	4		
铁西区	210106	3	市辖区	0
铁西区	210106000	3		
昆明湖街道	210106001	4		
工人村街道	210106003	4		
启工街道	210106007	4		
兴顺街道	210106011	4		
笃工街道	210106013	4		
兴华街道	210106015	4		
霁虹街道	210106019	4		
凌空街道	210106020	4		
重工街道	210106023	4		
翟家街道	210106025	4		
大青中朝友谊街道	210106026	4		
大潘街道	210106027	4		
高花街道	210106028	4		
彰驿站街道	210106029	4		
苏家屯区	210111	3	市辖区	0
苏家屯区	210111000	3		
解放街道	210111001	4		
民主街道	210111003	4		
中兴街道	210111005	4		
林盛街道	210111009	4		
沙河街道	210111010	4		
十里河街道	210111011	4		
陈相街道	210111012	4		
永乐街道	210111015	4		
佟沟街道	210111018	4		
八一红菱街道	210111019	4		
沈水街道	210111020	4		
白清姚千街道	210111021	4		
浑南区	210112	3	市辖区	0
浑南区	210112000	3		
桃仙街道	210112005	4		
深井子街道	210112006	4		
祝家街道	210112007	4		
白塔街道	210112008	4		
李相街道	210112010	4		
五三街道	210112014	4		
浑河站东街道	210112015	4		
东湖街道	210112016	4		
高坎街道	210112017	4		
满堂街道	210112018	4		
王滨街道	210112019	4		
汪家街道	210112021	4		
沈北新区	210113	3	市辖区	0
沈北新区	210113000	3		
新城子街道	210113001	4		
清水台街道	210113002	4		
道义街道	210113003	4		
辉山街道	210113004	4		
虎石台街道	210113005	4		
财落街道	210113006	4		
兴隆台街道	210113008	4		
黄家街道	210113011	4		
马刚街道	210113014	4		
正良街道	210113015	4		
于洪区	210114	3	市辖区	0
于洪区	210114000	3		
迎宾路街道	210114001	4		
陵西街道	210114003	4		
城东湖街道	210114004	4		
平罗街道	210114005	4		
马三家街道	210114006	4		
沙岭街道	210114007	4		
造化街道	210114008	4		
北陵街道	210114011	4		
南阳湖街道	210114013	4		
光辉街道	210114014	4		
辽中区	210115	3	市辖区	0
辽中区	210115000	3		
蒲西街道	210115001	4		
蒲东街道	210115002	4		
茨榆坨街道	210115003	4		
城郊街道	210115004	4		
于家房镇	210115101	4		
朱家房镇	210115102	4		
冷子堡镇	210115103	4		
刘二堡镇	210115104	4		
满都户镇	210115107	4		
杨士岗镇	210115108	4		
肖寨门镇	210115109	4		
六间房镇	210115110	4		
养士堡镇	210115111	4		
潘家堡镇	210115112	4		
老大房镇	210115118	4		
大黑岗子镇	210115119	4		
牛心坨镇	210115120	4		
四方台镇	210115121	4		
长滩镇	210115122	4		
新民屯镇	210115123	4		
康平县	210123	3	县	0
康平县	210123000	3		
北三家子街道	210123001	4		
胜利街道	210123002	4		
东关街道	210123003	4		
小城子镇	210123101	4		
张强镇	210123102	4		
方家屯镇	210123103	4		
郝官屯镇	210123105	4		
二牛所口镇	210123106	4		
北四家子乡	210123203	4		
两家子乡	210123204	4		
海洲窝堡乡	210123206	4		
沙金台蒙古族满族乡	210123208	4		
柳树屯蒙古族满族乡	210123209	4		
西关屯蒙古族满族乡	210123210	4		
东升满族蒙古族乡	210123211	4		
法库县	210124	3	县	0
法库县	210124000	3		
吉祥街道	210124001	4		
龙山街道	210124002	4		
大孤家子镇	210124101	4		
三面船镇	210124102	4		
秀水河子镇	210124103	4		
叶茂台镇	210124104	4		
登仕堡子镇	210124105	4		
柏家沟镇	210124106	4		
丁家房镇	210124107	4		
孟家镇	210124108	4		
十间房镇	210124109	4		
冯贝堡镇	210124110	4		
依牛堡子镇	210124111	4		
包家屯镇	210124112	4		
慈恩寺乡	210124201	4		
和平乡	210124203	4		
四家子蒙古族乡	210124208	4		
双台子乡	210124209	4		
卧牛石乡	210124210	4		
新民市	210181	3	县级市	0
新民市	210181000	3		
东城街道	210181001	4		
辽滨街道	210181002	4		
西城街道	210181003	4		
新柳街道	210181004	4		
大红旗镇	210181101	4		
梁山镇	210181102	4		
公主屯镇	210181103	4		
兴隆镇	210181104	4		
前当堡镇	210181105	4		
大民屯镇	210181106	4		
大柳屯镇	210181107	4		
兴隆堡镇	210181108	4		
胡台镇	210181109	4		
法哈牛镇	210181110	4		
柳河沟镇	210181111	4		
高台子镇	210181112	4		
罗家房镇	210181113	4		
三道岗子镇	210181114	4		
周坨子镇	210181115	4		
东蛇山子镇	210181116	4		
陶家屯镇	210181117	4		
张家屯镇	210181118	4		
金五台子镇	210181119	4		
新农村镇	210181120	4		
红旗乡	210181205	4		
卢家屯乡	210181206	4		
姚堡乡	210181207	4		
于家窝堡乡	210181209	4		
大连市	2102	2	地级市	10
大连市	210200000	2		
中山区	210202	3	市辖区	0
中山区	210202000	3		
桃源街道	210202011	4		
老虎滩街道	210202012	4		
海军广场街道	210202014	4		
人民路街道	210202019	4		
青泥洼桥街道	210202020	4		
葵英街道	210202021	4		
西岗区	210203	3	市辖区	0
西岗区	210203000	3		
香炉礁街道	210203001	4		
八一路街道	210203010	4		
白云街道	210203013	4		
日新街道	210203016	4		
人民广场街道	210203017	4		
沙河口区	210204	3	市辖区	0
沙河口区	210204000	3		
春柳街道	210204006	4		
马栏街道	210204008	4		
南沙街道	210204009	4		
黑石礁街道	210204010	4		
李家街道	210204011	4		
星海湾街道	210204017	4		
西安路街道	210204018	4		
甘井子区	210211	3	市辖区	0
甘井子区	210211000	3		
周水子街道	210211001	4		
甘井子街道	210211004	4		
南关岭街道	210211006	4		
泡崖街道	210211007	4		
机场街道	210211010	4		
辛寨子街道	210211014	4		
红旗街道	210211015	4		
大连湾街道	210211017	4		
椒金山街道	210211018	4		
泉水街道	210211019	4		
营城子街道	210211021	4		
革镇堡街道	210211022	4		
凌水街道	210211023	4		
七贤岭街道	210211024	4		
中华路街道	210211025	4		
旅顺口区	210212	3	市辖区	0
旅顺口区	210212000	3		
水师营街道	210212005	4		
铁山街道	210212006	4		
双岛湾街道	210212007	4		
长城街道	210212009	4		
龙头街道	210212010	4		
江西街道	210212013	4		
龙王塘街道	210212014	4		
得胜街道	210212015	4		
三涧堡街道	210212016	4		
登峰街道	210212017	4		
金州区	210213	3	市辖区	0
金州区	210213000	3		
拥政街道	210213001	4		
友谊街道	210213002	4		
站前街道	210213008	4		
先进街道	210213009	4		
华家街道	210213010	4		
登沙河街道	210213014	4		
杏树街道	210213015	4		
大魏家街道	210213017	4		
向应街道	210213018	4		
七顶山街道	210213019	4		
马桥子街道	210213020	4		
海青岛街道	210213021	4		
大孤山街道	210213022	4		
湾里街道	210213023	4		
董家沟街道	210213024	4		
金石滩街道	210213025	4		
得胜街道	210213027	4		
大李家街道	210213028	4		
二十里堡街道	210213029	4		
亮甲店街道	210213030	4		
炮台街道	210213031	4		
复州湾街道	210213032	4		
三十里堡街道	210213033	4		
石河街道	210213034	4		
光中街道	210213035	4		
普兰店区	210214	3	市辖区	0
普兰店区	210214000	3		
丰荣街道	210214001	4		
铁西街道	210214002	4		
大刘家街道	210214007	4		
杨树房街道	210214008	4		
皮口街道	210214009	4		
城子坦街道	210214010	4		
唐家房街道	210214011	4		
大谭街道	210214012	4		
莲山街道	210214013	4		
安波街道	210214014	4		
沙包街道	210214015	4		
星台街道	210214016	4		
乐甲街道	210214017	4		
墨盘街道	210214018	4		
同益街道	210214019	4		
双塔街道	210214020	4		
四平街道	210214021	4		
太平街道	210214022	4		
长海县	210224	3	县	0
长海县	210224000	3		
大长山岛镇	210224100	4		
獐子岛镇	210224101	4		
广鹿岛镇	210224102	4		
小长山岛镇	210224103	4		
海洋岛镇	210224104	4		
瓦房店市	210281	3	县级市	0
瓦房店市	210281000	3		
新华街道	210281001	4		
文兰街道	210281002	4		
岭东街道	210281003	4		
共济街道	210281004	4		
铁东街道	210281005	4		
祝华街道	210281006	4		
岗店街道	210281007	4		
九龙街道	210281008	4		
太阳街道	210281009	4		
长兴岛街道	210281010	4		
交流岛街道	210281011	4		
复州城镇	210281101	4		
松树镇	210281103	4		
得利寺镇	210281105	4		
万家岭镇	210281106	4		
许屯镇	210281107	4		
永宁镇	210281108	4		
谢屯镇	210281109	4		
老虎屯镇	210281112	4		
红沿河镇	210281113	4		
李官镇	210281115	4		
仙浴湾镇	210281116	4		
瓦窝镇	210281117	4		
元台镇	210281118	4		
赵屯乡	210281201	4		
土城乡	210281203	4		
阎店乡	210281204	4		
西杨乡	210281205	4		
驼山乡	210281206	4		
三台满族乡	210281208	4		
泡崖乡	210281210	4		
杨家满族乡	210281212	4		
庄河市	210283	3	县级市	0
庄河市	210283000	3		
城关街道	210283001	4		
新华街道	210283002	4		
兴达街道	210283003	4		
昌盛街道	210283004	4		
明阳街道	210283005	4		
青堆镇	210283101	4		
徐岭镇	210283102	4		
黑岛镇	210283104	4		
栗子房镇	210283105	4		
大营镇	210283107	4		
塔岭镇	210283108	4		
仙人洞镇	210283109	4		
蓉花山镇	210283110	4		
长岭镇	210283111	4		
荷花山镇	210283112	4		
城山镇	210283113	4		
光明山镇	210283114	4		
大郑镇	210283115	4		
王家镇	210283116	4		
吴炉镇	210283118	4		
鞍子山乡	210283204	4		
太平岭满族乡	210283208	4		
步云山乡	210283209	4		
桂云花满族乡	210283211	4		
兰店乡	210283214	4		
石城乡	210283216	4		
鞍山市	2103	2	地级市	7
鞍山市	210300000	2		
铁东区	210302	3	市辖区	0
铁东区	210302000	3		
解放街道	210302002	4		
山南街道	210302003	4		
园林街道	210302004	4		
站前街道	210302006	4		
和平街道	210302008	4		
长甸街道	210302010	4		
湖南街道	210302011	4		
新兴街道	210302013	4		
旧堡街道	210302014	4		
大孤山街道	210302015	4		
铁西区	210303	3	市辖区	0
铁西区	210303000	3		
繁荣街道	210303002	4		
八家子街道	210303003	4		
共和街道	210303005	4		
永乐街道	210303006	4		
南华街道	210303008	4		
大陆街道	210303009	4		
永发街道	210303012	4		
达道湾街道	210303013	4		
宁远街道	210303014	4		
立山区	210304	3	市辖区	0
立山区	210304000	3		
友好街道	210304001	4		
双山街道	210304004	4		
立山街道	210304006	4		
曙光街道	210304008	4		
灵山街道	210304009	4		
深沟寺街道	210304014	4		
沙河街道	210304015	4		
齐大山街道	210304019	4		
千山街道	210304020	4		
千山区	210311	3	市辖区	0
千山区	210311000	3		
汤岗子街道	210311001	4		
东鞍山街道	210311002	4		
唐家房镇	210311102	4		
甘泉镇	210311111	4		
大屯镇	210311112	4		
台安县	210321	3	县	0
台安县	210321000	3		
八角台街道	210321001	4		
台东街道	210321002	4		
西佛镇	210321101	4		
新开河镇	210321102	4		
黄沙坨镇	210321103	4		
高力房镇	210321104	4		
桑林镇	210321105	4		
富家镇	210321106	4		
达牛镇	210321107	4		
韭菜台镇	210321109	4		
新台镇	210321110	4		
桓洞镇	210321111	4		
岫岩满族自治县	210323	3	自治县	0
岫岩满族自治县	210323000	3		
阜昌街道	210323001	4		
雅河街道	210323003	4		
兴隆街道	210323004	4		
三家子镇	210323101	4		
石庙子镇	210323102	4		
黄花甸镇	210323103	4		
大营子镇	210323104	4		
苏子沟镇	210323105	4		
偏岭镇	210323106	4		
哈达碑镇	210323107	4		
新甸镇	210323108	4		
洋河镇	210323109	4		
杨家堡镇	210323111	4		
清凉山镇	210323112	4		
石灰窑镇	210323113	4		
前营镇	210323114	4		
龙潭镇	210323115	4		
牧牛镇	210323116	4		
药山镇	210323117	4		
大房身镇	210323118	4		
朝阳镇	210323119	4		
红旗营子乡	210323206	4		
岭沟乡	210323211	4		
哨子河乡	210323212	4		
海城市	210381	3	县级市	0
海城市	210381000	3		
海州街道	210381001	4		
兴海街道	210381002	4		
响堂街道	210381003	4		
东四街道	210381004	4		
东四方台街道	210381006	4		
孤山镇	210381101	4		
岔沟镇	210381102	4		
接文镇	210381103	4		
析木镇	210381104	4		
马风镇	210381105	4		
牌楼镇	210381107	4		
八里镇	210381108	4		
毛祁镇	210381109	4		
英落镇	210381110	4		
感王镇	210381111	4		
西柳镇	210381112	4		
中小镇	210381113	4		
王石镇	210381114	4		
南台镇	210381115	4		
腾鳌镇	210381118	4		
耿庄镇	210381121	4		
牛庄镇	210381123	4		
西四镇	210381124	4		
望台镇	210381125	4		
温香镇	210381126	4		
高坨子镇	210381127	4		
抚顺市	2104	2	地级市	7
抚顺市	210400000	2		
新抚区	210402	3	市辖区	0
新抚区	210402000	3		
站前街道	210402001	4		
福民街道	210402005	4		
新抚街道	210402007	4		
榆林街道	210402009	4		
永安台街道	210402011	4		
刘山街道	210402019	4		
千金乡	210402200	4		
东洲区	210403	3	市辖区	0
东洲区	210403000	3		
东洲街道	210403002	4		
搭连街道	210403004	4		
龙凤街道	210403005	4		
新屯街道	210403006	4		
万新街道	210403007	4		
老虎台街道	210403008	4		
章党街道	210403012	4		
章党镇	210403100	4		
哈达镇	210403101	4		
碾盘乡	210403202	4		
兰山乡	210403203	4		
望花区	210404	3	市辖区	0
望花区	210404000	3		
工农街道	210404002	4		
建设街道	210404003	4		
和平街道	210404004	4		
光明街道	210404005	4		
朴屯街道	210404006	4		
演武街道	210404007	4		
李石街道	210404011	4		
塔峪镇	210404101	4		
拉古满族乡	210404200	4		
顺城区	210411	3	市辖区	0
顺城区	210411000	3		
长春街道	210411002	4		
葛布街道	210411003	4		
将军堡街道	210411004	4		
新华街道	210411005	4		
抚顺城街道	210411007	4		
前甸镇	210411102	4		
河北乡	210411201	4		
会元乡	210411205	4		
抚顺县	210421	3	县	0
抚顺县	210421000	3		
石文镇	210421101	4		
后安镇	210421102	4		
救兵镇	210421103	4		
上马镇	210421104	4		
马圈子乡	210421204	4		
峡河乡	210421209	4		
海浪乡	210421211	4		
汤图满族乡	210421216	4		
新宾满族自治县	210422	3	自治县	0
新宾满族自治县	210422000	3		
新宾镇	210422100	4		
旺清门镇	210422101	4		
永陵镇	210422102	4		
平顶山镇	210422103	4		
大四平镇	210422104	4		
苇子峪镇	210422105	4		
木奇镇	210422106	4		
上夹河镇	210422108	4		
南杂木镇	210422109	4		
红升乡	210422202	4		
响水河子乡	210422203	4		
红庙子乡	210422204	4		
北四平乡	210422205	4		
榆树乡	210422207	4		
下夹河乡	210422208	4		
清原满族自治县	210423	3	自治县	0
清原满族自治县	210423000	3		
清原镇	210423100	4		
红透山镇	210423101	4		
北三家镇	210423102	4		
草市镇	210423103	4		
英额门镇	210423104	4		
南口前镇	210423105	4		
南山城镇	210423106	4		
湾甸子镇	210423107	4		
大孤家镇	210423108	4		
夏家堡镇	210423109	4		
土口子乡	210423203	4		
敖家堡乡	210423206	4		
大苏河乡	210423207	4		
枸乃甸乡	210423208	4		
本溪市	2105	2	地级市	6
本溪市	210500000	2		
平山区	210502	3	市辖区	0
平山区	210502000	3		
南地街道	210502001	4		
平山街道	210502003	4		
东明街道	210502004	4		
崔东街道	210502005	4		
站前街道	210502007	4		
千金街道	210502008	4		
桥北街道	210502012	4		
溪湖区	210503	3	市辖区	0
溪湖区	210503000	3		
河东街道	210503001	4		
河西街道	210503003	4		
彩屯街道	210503005	4		
东风街道	210503009	4		
石桥子街道	210503010	4		
日月岛街道	210503012	4		
火连寨街道	210503013	4		
明山区	210504	3	市辖区	0
明山区	210504000	3		
北地街道	210504002	4		
高峪街道	210504004	4		
明山街道	210504005	4		
新明街道	210504008	4		
牛心台街道	210504009	4		
卧龙街道	210504010	4		
高台子街道	210504011	4		
南芬区	210505	3	市辖区	0
南芬区	210505000	3		
南芬街道	210505001	4		
思山岭街道	210505004	4		
下马塘街道	210505005	4		
本溪满族自治县	210521	3	自治县	0
本溪满族自治县	210521000	3		
观音阁街道	210521003	4		
小市镇	210521100	4		
草河掌镇	210521101	4		
草河城镇	210521102	4		
草河口镇	210521103	4		
连山关镇	210521104	4		
清河城镇	210521106	4		
田师付镇	210521109	4		
南甸子镇	210521110	4		
碱厂镇	210521111	4		
高官镇	210521112	4		
东营坊乡	210521202	4		
桓仁满族自治县	210522	3	自治县	0
桓仁满族自治县	210522000	3		
八卦城街道	210522001	4		
桓仁镇	210522100	4		
普乐堡镇	210522101	4		
二棚甸子镇	210522102	4		
沙尖子镇	210522103	4		
五里甸子镇	210522104	4		
八里甸子镇	210522108	4		
华来镇	210522110	4		
古城镇	210522111	4		
雅河朝鲜族乡	210522201	4		
向阳乡	210522202	4		
黑沟乡	210522206	4		
北甸子乡	210522208	4		
丹东市	2106	2	地级市	6
丹东市	210600000	2		
元宝区	210602	3	市辖区	0
元宝区	210602000	3		
七道街道	210602002	4		
九道街道	210602004	4		
兴东街道	210602006	4		
广济街道	210602007	4		
金山镇	210602101	4		
振兴区	210603	3	市辖区	0
振兴区	210603000	3		
站前街道	210603002	4		
临江街道	210603003	4		
帽盔山街道	210603005	4		
纤维街道	210603006	4		
永昌街道	210603007	4		
花园街道	210603008	4		
江海街道	210603009	4		
浪头镇	210603101	4		
安民镇	210603102	4		
振安区	210604	3	市辖区	0
振安区	210604000	3		
鸭绿江街道	210604001	4		
珍珠街道	210604004	4		
太平湾街道	210604005	4		
同兴镇	210604102	4		
五龙背镇	210604104	4		
楼房镇	210604105	4		
九连城镇	210604106	4		
汤山城镇	210604107	4		
宽甸满族自治县	210624	3	自治县	0
宽甸满族自治县	210624000	3		
宽甸镇	210624100	4		
灌水镇	210624101	4		
硼海镇	210624102	4		
红石镇	210624103	4		
毛甸子镇	210624104	4		
长甸镇	210624105	4		
永甸镇	210624106	4		
太平哨镇	210624108	4		
青山沟镇	210624109	4		
牛毛坞镇	210624110	4		
大川头镇	210624111	4		
青椅山镇	210624112	4		
杨木川镇	210624113	4		
虎山镇	210624114	4		
振江镇	210624115	4		
步达远镇	210624116	4		
大西岔镇	210624117	4		
八河川镇	210624118	4		
双山子镇	210624119	4		
石湖沟乡	210624201	4		
下露河朝鲜族乡	210624202	4		
古楼子乡	210624206	4		
东港市	210681	3	县级市	0
东港市	210681000	3		
大东街道	210681001	4		
新兴街道	210681002	4		
新城街道	210681003	4		
孤山镇	210681101	4		
前阳镇	210681104	4		
长安镇	210681105	4		
十字街镇	210681106	4		
长山镇	210681107	4		
北井子镇	210681108	4		
椅圈镇	210681109	4		
黄土坎镇	210681110	4		
马家店镇	210681113	4		
龙王庙镇	210681114	4		
小甸子镇	210681115	4		
菩萨庙镇	210681117	4		
黑沟镇	210681118	4		
新农镇	210681119	4		
汤池镇	210681120	4		
合隆满族乡	210681204	4		
凤城市	210682	3	县级市	0
凤城市	210682000	3		
凤凰城街道	210682001	4		
凤山街道	210682002	4		
草河街道	210682003	4		
宝山镇	210682101	4		
白旗镇	210682102	4		
沙里寨镇	210682103	4		
红旗镇	210682104	4		
蓝旗镇	210682105	4		
边门镇	210682107	4		
东汤镇	210682110	4		
石城镇	210682111	4		
大兴镇	210682112	4		
爱阳镇	210682113	4		
赛马镇	210682114	4		
弟兄山镇	210682115	4		
