# 臺灣華語文能力基準（TBCL）詞語表 （202504版）
# https://coct.naer.edu.tw/page.jsp?ID=41
# 三等七級14,425個詞的詞語表
#
# word	id	bopomofo	pinyin	deng	ji	situation	wfreq	sfreq

麵包	295	ㄇㄧㄢˋ ㄅㄠ	miànbāo	基礎	第1*級	餐飲、烹飪	39	67
明年	296	ㄇㄧㄥˊ ㄋㄧㄢˊ	míngnián	基礎	第1*級	核心詞	13	31
男	297	ㄋㄢˊ	nán	基礎	第1*級	核心詞	98	27
能	298	ㄋㄥˊ	néng	基礎	第1*級	核心詞	2327	1244
唸/念	299	ㄋㄧㄢˋ	niàn	基礎	第1*級	核心詞	112	159
牛	300	ㄋㄧㄡˊ	niú	基礎	第1*級	個人資料	107	103
牛奶	301	ㄋㄧㄡˊ ㄋㄞˇ	niúnǎi	基礎	第1*級	餐飲、烹飪	27	36
女	302	ㄋㄩˇ	nǚ	基礎	第1*級	核心詞	212	47
怕	303	ㄆㄚˋ	pà	基礎	第1*級	核心詞	200	270
胖	304	ㄆㄤˋ	pàng	基礎	第1*級	身體、醫療	30	27
旁邊/旁	305	ㄆㄤˊ ㄅㄧㄢ / ㄆㄤˊ	pángbiān / páng	基礎	第1*級	核心詞	266	226
便宜	306	ㄆㄧㄢˊ ㄧˊ	piányí	基礎	第1*級	日常起居	38	61
漂亮	307	ㄆㄧㄠˋ ㄌㄧㄤˋ	piàoliàng	基礎	第1*級	核心詞	89	220
前面	308	ㄑㄧㄢˊ ㄇㄧㄢˋ	qiánmiàn	基礎	第1*級	核心詞	120	132
前年	309	ㄑㄧㄢˊ ㄋㄧㄢˊ	qiánnián	基礎	第1*級	核心詞	5	9
前天	310	ㄑㄧㄢˊ ㄊㄧㄢ	qiántiān	基礎	第1*級	核心詞	7	5
起床	311	ㄑㄧˇ ㄔㄨㄤˊ	qǐchuáng	基礎	第1*級	日常起居	29	29
起來	312	ㄑㄧˇ ㄌㄞˊ	qǐlái	基礎	第1*級	核心詞	465	438
球	313	ㄑㄧㄡˊ	qiú	基礎	第1*級	休閒、娛樂	82	52
然後	314	ㄖㄢˊ ㄏㄡˋ	ránhòu	基礎	第1*級	核心詞	650	3102
肉	315	ㄖㄡˋ	ròu	基礎	第1*級	餐飲、烹飪	93	79
山	316	ㄕㄢ	shān	基礎	第1*級	核心詞	270	319
上課	317	ㄕㄤˋ ㄎㄜˋ	shàngkè	基礎	第1*級	教育、學習	49	133
生病	318	ㄕㄥ ㄅㄧㄥˋ	shēngbìng	基礎	第1*級	身體、醫療	45	103
生日	319	ㄕㄥ ㄖˋ	shēngrì	基礎	第1*級	個人資料	26	34
身體	320	ㄕㄣ ㄊㄧˇ	shēntǐ	基礎	第1*級	身體、醫療	361	310
事	321	ㄕˋ / ㄕˋ ㄦ	shì / shìr	基礎	第1*級	核心詞	1579	626
手	322	ㄕㄡˇ	shǒu	基礎	第1*級	核心詞	580	500
瘦	323	ㄕㄡˋ	shòu	基礎	第1*級	身體、醫療	29	26
雙	324	ㄕㄨㄤ	shuāng	基礎	第1*級	核心詞	80	61
舒服	325	ㄕㄨ ˙ㄈㄨ	shūfu	基礎	第1*級	核心詞	69	98
水果	326	ㄕㄨㄟˇ ㄍㄨㄛˇ	shuǐguǒ	基礎	第1*級	餐飲、烹飪	28	124
說話	327	ㄕㄨㄛ ㄏㄨㄚˋ	shuōhuà	基礎	第1*級	核心詞	215	60
所以	328	ㄙㄨㄛˇ ㄧˇ	suǒyǐ	基礎	第1*級	核心詞	1000	4988
它	329	ㄊㄚ	tā	基礎	第1*級	核心詞	1389	5371
湯	330	ㄊㄤ	tāng	基礎	第1*級	餐飲、烹飪	132	72
甜	331	ㄊㄧㄢˊ	tián	基礎	第1*級	餐飲、烹飪	32	77
天氣	332	ㄊㄧㄢ ㄑㄧˋ	tiānqì	基礎	第1*級	交通、旅遊	55	200
跳	333	ㄊㄧㄠˋ	tiào	基礎	第1*級	核心詞	96	77
跳舞	334	ㄊㄧㄠˋ ㄨˇ	tiàowǔ	基礎	第1*級	休閒、娛樂	28	26
聽見	335	ㄊㄧㄥ ㄐㄧㄢˋ	tīngjiàn	基礎	第1*級	核心詞	85	10
痛	336	ㄊㄨㄥˋ	tòng	基礎	第1*級	核心詞	97	109
頭	337	ㄊㄡˊ	tóu	基礎	第1*級	核心詞	462	230
外國	338	ㄨㄞˋ ㄍㄨㄛˊ	wàiguó	基礎	第1*級	核心詞	46	30
外頭	339	ㄨㄞˋ ˙ㄊㄡ	wàitou	基礎	第1*級	核心詞	21	7
玩	340	ㄨㄢˊ	wán	基礎	第1*級	核心詞	177	281
晚	341	ㄨㄢˇ	wǎn	基礎	第1*級	核心詞	97	76
碗	342	ㄨㄢˇ	wǎn	基礎	第1*級	餐飲、烹飪	68	76
萬	343	ㄨㄢˋ	wàn	基礎	第1*級	核心詞	44	72
晚餐/晚飯	344	ㄨㄢˇ ㄘㄢ / ㄨㄢˇ ㄈㄢˋ	wǎncān / wǎnfàn	基礎	第1*級	核心詞	62	35
為什麼	345	ㄨㄟˋ ㄕㄣˊ ˙ㄇㄛ	wèishénme	基礎	第1*級	核心詞	445	814
午餐/午飯	346	ㄨˇ ㄘㄢ / ㄨˇ ㄈㄢˋ	wǔcān / wǔfàn	基礎	第1*級	核心詞	45	38
下	347	ㄒㄧㄚˋ	xià	基礎	第1*級	核心詞	1263	1537
下課	348	ㄒㄧㄚˋ ㄎㄜˋ	xiàkè	基礎	第1*級	教育、學習	10	28
先	349	ㄒㄧㄢ	xiān	基礎	第1*級	核心詞	548	795
像	350	ㄒㄧㄤˋ	xiàng	基礎	第1*級	核心詞	1169	1910
小吃	351	ㄒㄧㄠˇ ㄔ	xiǎochī	基礎	第1*級	購物、商店	6	3
下雨	352	ㄒㄧㄚˋ ㄩˇ	xiàyǔ	基礎	第1*級	自然環境	22	75
鞋子/鞋	353	ㄒㄧㄝˊ ˙ㄗ / ㄒㄧㄝˊ	xiézi / xié	基礎	第1*級	核心詞	72	86
姓	354	ㄒㄧㄥˋ	xìng	基礎	第1*級	個人資料	57	12
星期	355	ㄒㄧㄥ ㄑㄧˊ	xīngqí	基礎	第1*級	核心詞	91	52
休息	356	ㄒㄧㄡ ㄒㄧˊ	xiūxí	基礎	第1*級	身體、醫療	89	90
眼睛	357	ㄧㄢˇ ㄐㄧㄥ	yǎnjīng	基礎	第1*級	身體、醫療	267	118
藥	358	ㄧㄠˋ	yào	基礎	第1*級	身體、醫療	134	166
一點/一點點/一點兒	359	ㄧˋ ㄉㄧㄢˇ / ㄧˋ ㄉㄧㄢˇ ㄉㄧㄢˇ / ㄧˋ ㄉㄧㄢˇ ㄦ	yìdiǎn / yìdiǎndiǎn / yìdiǎr	基礎	第1*級	核心詞	413	731
一定	360	ㄧˊ ㄉㄧㄥˋ	yídìng	基礎	第1*級	核心詞	551	848
衣服/衣	361	ㄧ ㄈㄨˊ / ㄧ	yīfú / yī	基礎	第1*級	核心詞	141	253
一共/共	362	ㄧˊ ㄍㄨㄥˋ / ㄍㄨㄥˋ	yígòng / gòng	基礎	第1*級	核心詞	119	87
以後	363	ㄧˇ ㄏㄡˋ	yǐhòu	基礎	第1*級	核心詞	302	688
應該/應1	364	ㄧㄥ ㄍㄞ / ㄧㄥ	yīnggāi / yīng	基礎	第1*級	核心詞	946	1012
因為	365	ㄧㄣ ㄨㄟˋ	yīnwèi	基礎	第1*級	核心詞	1759	4184
以前	366	ㄧˇ ㄑㄧㄢˊ	yǐqián	基礎	第1*級	核心詞	242	624
意思	367	ㄧˋ ˙ㄙ	yìsi	基礎	第1*級	核心詞	199	249
一些	368	ㄧˋ　ㄒㄧㄝ	yìxiē	基礎	第1*級	核心詞	609	1514
一樣	369	ㄧˊ ㄧㄤˋ	yíyàng	基礎	第1*級	核心詞	792	1056
椅子/椅	370	ㄧˇ ˙ㄗ / ㄧˇ	yǐzi / yǐ	基礎	第1*級	核心詞	74	32
右	371	ㄧㄡˋ	yòu	基礎	第1*級	核心詞	84	112
又	372	ㄧㄡˋ	yòu	基礎	第1*級	核心詞	2249	1494
右邊	373	ㄧㄡˋ ㄅㄧㄢ	yòubiān	基礎	第1*級	核心詞	24	15
有點/有一點/有點兒	374	ㄧㄡˇ ㄉㄧㄢˇ / ㄧㄡˇ ㄧˋ ㄉㄧㄢˇ / ㄧㄡˇ ㄉㄧㄢˇ ㄦ	yǒudiǎn / yǒuyìdiǎn / yǒudiǎnr	基礎	第1*級	核心詞	195	236
有時候/有時	375	ㄧㄡˇ ㄕˊ ㄏㄡˋ / 一ㄡˇ ㄕˊ	yǒushíhòu / yǒushí	基礎	第1*級	核心詞	304	466
魚	376	ㄩˊ	yú	基礎	第1*級	餐飲、烹飪	165	175
雨	377	ㄩˇ	yǔ	基礎	第1*級	自然環境	65	161
運動	378	ㄩㄣˋ ㄉㄨㄥˋ	yùndòng	基礎	第1*級	休閒、娛樂	270	275
再	379	ㄗㄞˋ	zài	基礎	第1*級	核心詞	1274	1754
在	380	ㄗㄞˋ	zài	基礎	第1*級	核心詞	12612	12148
早餐/早飯	381	ㄗㄠˇ ㄘㄢ / ㄗㄠˇ ㄈㄢˋ	zǎocān / zǎofàn	基礎	第1*級	核心詞	35	52
怎麼樣	382	ㄗㄣˇ ˙ㄇㄜ ㄧㄤˋ	zěnmeyàng	基礎	第1*級	核心詞	59	494
站	383	ㄓㄢˋ	zhàn	基礎	第1*級	核心詞	273	179
張	384	ㄓㄤ	zhāng	基礎	第1*級	核心詞	396	264
真	385	ㄓㄣ	zhēn	基礎	第1*級	核心詞	579	373
真的	386	ㄓㄣ ˙ㄉㄜ	zhēnde	基礎	第1*級	核心詞	351	1675
枝	387	ㄓ	zhī	基礎	第1*級	核心詞	33	32
紙	388	ㄓˇ	zhǐ	基礎	第1*級	核心詞	90	134
只	389	ㄓˇ	zhǐ	基礎	第1*級	核心詞	1718	946
中1	390	ㄓㄨㄥ	zhōng	基礎	第1*級	核心詞	3605	1443
鐘頭	391	ㄓㄨㄥ ㄊㄡˊ	zhōngtóu	基礎	第1*級	核心詞	14	12
週末/周末	392	ㄓㄡ ㄇㄛˋ	zhōumò	基礎	第1*級	核心詞	31	21
豬	393	ㄓㄨ	zhū	基礎	第1*級	個人資料	51	40
住	394	ㄓㄨˋ	zhù	基礎	第1*級	核心詞	307	323
桌子/桌	395	ㄓㄨㄛ ˙ㄗ / ㄓㄨㄛ	zhuōzi / zhuō	基礎	第1*級	核心詞	137	72
自己	396	ㄗˋ ㄐㄧˇ	zìjǐ	基礎	第1*級	核心詞	2880	2324
走路	397	ㄗㄡˇ ㄌㄨˋ	zǒulù	基礎	第1*級	核心詞	51	59
最	398	ㄗㄨㄟˋ	zuì	基礎	第1*級	核心詞	1730	2182
嘴巴/嘴	399	ㄗㄨㄟˇ ˙ㄅㄚ / ㄗㄨㄟˇ	zuǐba / zuǐ	基礎	第1*級	身體、醫療	177	77
左	400	ㄗㄨㄛˇ	zuǒ	基礎	第1*級	核心詞	92	106
啊	401	˙ㄚ	a	基礎	第2級	核心詞	500	2836
把	402	ㄅㄚˇ	bǎ	基礎	第2級	核心詞	2814	2812
班	403	ㄅㄢ	bān	基礎	第2級	核心詞	82	176
辦法	404	ㄅㄢˋ ㄈㄚˇ	bànfǎ	基礎	第2級	職業	186	398
幫	405	ㄅㄤ	bāng	基礎	第2級	核心詞	239	588
棒	406	ㄅㄤˋ	bàng	基礎	第2級	核心詞	68	195
幫忙	407	ㄅㄤ ㄇㄤˊ	bāngmáng	基礎	第2級	核心詞	89	273
幫助	408	ㄅㄤ ㄓㄨˋ	bāngzhù	基礎	第2級	核心詞	272	393
包	409	ㄅㄠ	bāo	基礎	第2級	核心詞	61	163
北	410	ㄅㄟˇ	běi	基礎	第2級	核心詞	68	223
被	411	ㄅㄟˋ	bèi	基礎	第2級	核心詞	1969	1237
本來	412	ㄅㄣˇ ㄌㄞˊ	běnlái	基礎	第2級	核心詞	134	217
變	413	ㄅㄧㄢˋ	biàn	基礎	第2級	核心詞	334	377
別人	414	ㄅㄧㄝˊ ㄖㄣˊ	biérén	基礎	第2級	核心詞	480	357
比較/較	415	ㄅㄧˇ ㄐㄧㄠˋ / ㄐㄧㄠˋ	bǐjiào / jiào	基礎	第2級	核心詞	764	2174
病人	416	ㄅㄧㄥˋ ㄖㄣˊ	bìngrén	基礎	第2級	身體、醫療	121	191
比賽	417	ㄅㄧˇ ㄙㄞˋ	bǐsài	基礎	第2級	休閒、娛樂	121	100
部	418	ㄅㄨˋ	bù	基礎	第2級	核心詞	218	87
部分/部份	419	ㄅㄨˋ ㄈㄣˋ	bùfèn	基礎	第2級	核心詞	321	466
不過	420	ㄅㄨˊ ㄍㄨㄛˋ	búguò	基礎	第2級	核心詞	743	693
才	421	ㄘㄞˊ	cái	基礎	第2級	核心詞	1590	1559
參加	422	ㄘㄢ ㄐㄧㄚ	cānjiā	基礎	第2級	核心詞	188	204
差不多	423	ㄔㄚ　 ㄅㄨˋ ㄉㄨㄛ	chābùduō	基礎	第2級	核心詞	60	239
場	424	ㄔㄤˇ	chǎng	基礎	第2級	核心詞	280	268
成績	425	ㄔㄥˊ ㄐㄧ	chéngjī	基礎	第2級	教育、學習	80	53
春天/春	426	ㄔㄨㄣ ㄊㄧㄢ / ㄔㄨㄣ	chūntiān / chūn	基礎	第2級	核心詞	81	102
次	427	ㄘˋ	cì	基礎	第2級	核心詞	1325	1630
戴	428	ㄉㄞˋ	dài	基礎	第2級	核心詞	95	62
當1	429	ㄉㄤ	dāng	基礎	第2級	核心詞	1150	895
當然	430	ㄉㄤ ㄖㄢˊ	dāngrán	基礎	第2級	核心詞	487	687
但是/但	431	ㄉㄢˋ ㄕˋ / ㄉㄢˋ	dànshì / dàn	基礎	第2級	核心詞	3376	2621
道1	432	ㄉㄠˋ	dào	基礎	第2級	核心詞	491	164
大人	433	ㄉㄚˋ ㄖㄣˊ	dàrén	基礎	第2級	核心詞	148	96
地2	434	˙ㄉㄜ	de	基礎	第2級	核心詞	2854	1161
地1	435	ㄉㄧˋ	dì	基礎	第2級	核心詞	2854	1161
電	436	ㄉㄧㄢˋ	diàn	基礎	第2級	核心詞	25	123
第一	437	ㄉㄧˋ ㄧ	dìyī	基礎	第2級	核心詞	698	863
冬天/冬	438	ㄉㄨㄥ ㄊㄧㄢ / ㄉㄨㄥ	dōngtiān / dōng	基礎	第2級	核心詞	65	168
放	439	ㄈㄤˋ	fàng	基礎	第2級	核心詞	347	470
方法	440	ㄈㄤ ㄈㄚˇ	fāngfǎ	基礎	第2級	教育、學習	401	287
發現	441	ㄈㄚ ㄒㄧㄢˋ	fāxiàn	基礎	第2級	核心詞	734	657
份	442	ㄈㄣˋ	fèn	基礎	第2級	核心詞	198	204
敢	443	ㄍㄢˇ	gǎn	基礎	第2級	核心詞	277	151
剛剛/剛	444	ㄍㄤ ㄍㄤ	gānggāng / gāng	基礎	第2級	核心詞	311	924
乾淨	445	ㄍㄢ ㄐㄧㄥˋ	gānjìng	基礎	第2級	核心詞	49	159
高興	446	ㄍㄠ ㄒㄧㄥˋ	gāoxìng	基礎	第2級	核心詞	186	161
高中	447	ㄍㄠ ㄓㄨㄥ	gāozhōng	基礎	第2級	個人資料	56	43
各	448	ㄍㄜˋ	gè	基礎	第2級	核心詞	889	762
更1	449	ㄍㄥˋ	gèng	基礎	第2級	核心詞	1457	1320
公司	450	ㄍㄨㄥ ㄙ	gōngsī	基礎	第2級	職業	680	169
狗	451	ㄍㄡˇ	gǒu	基礎	第2級	個人資料	184	80
故事	452	ㄍㄨˋ ㄕˋ	gùshì	基礎	第2級	休閒、娛樂	404	338
海	453	ㄏㄞˇ	hǎi	基礎	第2級	核心詞	108	237
行2	454	ㄏㄤˊ	háng	基礎	第2級	教育、學習	226	190
好像	455	ㄏㄠˇ ㄒㄧㄤˋ	hǎoxiàng	基礎	第2級	核心詞	259	660
後來	456	ㄏㄡˋ ㄌㄞˊ	hòulái	基礎	第2級	核心詞	418	501
還2	457	ㄏㄨㄢˊ	huán	基礎	第2級	核心詞	2505	3842
黃	458	ㄏㄨㄤˊ	huáng	基礎	第2級	核心詞	89	78
歡迎	459	ㄏㄨㄢ ㄧㄥˊ	huānyíng	基礎	第2級	社交、人際	71	294
回	460	ㄏㄨㄟˊ	huí	基礎	第2級	核心詞	373	215
回到	461	ㄏㄨㄟˊ ㄉㄠˋ	huídào	基礎	第2級	核心詞	248	208
火	462	ㄏㄨㄛˇ	huǒ	基礎	第2級	核心詞	96	105
活動	463	ㄏㄨㄛˊ ㄉㄨㄥˋ	huódòng	基礎	第2級	休閒、娛樂	310	303
或是	464	ㄏㄨㄛˋ ㄕˋ	huòshì	基礎	第2級	核心詞	303	554
加	465	ㄐㄧㄚ	jiā	基礎	第2級	核心詞	110	185
間1	466	ㄐㄧㄢ	jiān	基礎	第2級	核心詞	400	316
簡單	467	ㄐㄧㄢˇ ㄉㄢ	jiǎndān	基礎	第2級	核心詞	212	339
講	468	ㄐㄧㄤˇ	jiǎng	基礎	第2級	核心詞	268	1564
健康	469	ㄐㄧㄢˋ ㄎㄤ	jiànkāng	基礎	第2級	身體、醫療	224	401
家庭	470	ㄐㄧㄚ ㄊㄧㄥˊ	jiātíng	基礎	第2級	個人資料	250	305
記得	471	ㄐㄧˋ ˙ㄉㄜ	jìde	基礎	第2級	核心詞	215	220
接	472	ㄐㄧㄝ	jiē	基礎	第2級	核心詞	78	88
計畫/計劃	473	ㄐㄧˋ ㄏㄨㄚˋ	jìhuà	基礎	第2級	核心詞	286	228
機會	474	ㄐㄧ ㄏㄨㄟˋ	jīhuì	基礎	第2級	核心詞	326	364
近	475	ㄐㄧㄣˋ	jìn	基礎	第2級	核心詞	146	108
進步	476	ㄐㄧㄣˋ ㄅㄨˋ	jìnbù	基礎	第2級	職業	79	93
經過	477	ㄐㄧㄥ ㄍㄨㄛˋ	jīngguò	基礎	第2級	核心詞	270	364
經驗	478	ㄐㄧㄥ ㄧㄢˋ	jīngyàn	基礎	第2級	核心詞	363	239
緊張	479	ㄐㄧㄣˇ ㄓㄤ	jǐnzhāng	基礎	第2級	核心詞	111	98
句	480	ㄐㄩˋ	jù	基礎	第2級	核心詞	323	264
決定	481	ㄐㄩㄝˊ ㄉㄧㄥˋ	juédìng	基礎	第2級	核心詞	398	244
開始	482	ㄎㄞ ㄕˇ	kāishǐ	基礎	第2級	核心詞	985	1483
可愛	483	ㄎㄜˇ ㄞˋ	kěài	基礎	第2級	核心詞	56	117
客人	484	ㄎㄜˋ ㄖㄣˊ	kèrén	基礎	第2級	購物、商店	82	101
哭	485	ㄎㄨ	kū	基礎	第2級	核心詞	136	116
苦	486	ㄎㄨˇ	kǔ	基礎	第2級	核心詞	78	142
啦	487	˙ㄌㄚ	la	基礎	第2級	核心詞	268	1199
拉	488	ㄌㄚ	lā	基礎	第2級	核心詞	118	93
老闆/老板	489	ㄌㄠˇ ㄅㄢˇ	lǎobǎn	基礎	第2級	購物、商店	112	80
老人	490	ㄌㄠˇ ㄖㄣˊ	lǎorén	基礎	第2級	核心詞	121	79
離	491	ㄌㄧˊ	lí	基礎	第2級	核心詞	108	80
臉	492	ㄌㄧㄢˇ	liǎn	基礎	第2級	身體、醫療	311	117
練習	493	ㄌㄧㄢˋ ㄒㄧˊ	liànxí	基礎	第2級	教育、學習	94	100
聊天/聊	494	ㄌㄧㄠˊ ㄊㄧㄢ / ㄌㄧㄠˊ	liáotiān / liáo	基礎	第2級	社交、人際	79	120
離開	495	ㄌㄧˊ ㄎㄞ	líkāi	基礎	第2級	核心詞	287	158
綠	496	ㄌㄩˋ	lǜ	基礎	第2級	核心詞	63	134
旅行	497	ㄌㄩˇ ㄒㄧㄥˊ	lǚxíng	基礎	第2級	交通、旅遊	65	66
馬	498	ㄇㄚˇ	mǎ	基礎	第2級	個人資料	194	108
賣	499	ㄇㄞˋ	mài	基礎	第2級	核心詞	128	219
貓	500	ㄇㄠ	māo	基礎	第2級	休閒、娛樂	69	49
名	501	ㄇㄧㄥˊ	míng	基礎	第2級	核心詞	430	307
哪2	502	˙ㄋㄚ	na	基礎	第2級	核心詞	275	382
那麼	503	ㄋㄚˋ ˙ㄇㄜ	nàme	基礎	第2級	核心詞	488	795
南	504	ㄋㄢˊ	nán	基礎	第2級	核心詞	77	98
能力	505	ㄋㄥˊ ㄌㄧˋ	nénglì	基礎	第2級	核心詞	389	173
年輕	506	ㄋㄧㄢˊ ㄑㄧㄥ	niánqīng	基礎	第2級	個人資料	205	158
鳥	507	ㄋㄧㄠˇ	niǎo	基礎	第2級	休閒、娛樂	86	111
努力	508	ㄋㄨˇ ㄌㄧˋ	nǔlì	基礎	第2級	核心詞	258	290
跑	509	ㄆㄠˇ	pǎo	基礎	第2級	核心詞	199	145
片	510	ㄆㄧㄢˋ	piàn	基礎	第2級	核心詞	266	254
票	511	ㄆㄧㄠˋ	piào	基礎	第2級	休閒、娛樂	30	29
平常	512	ㄆㄧㄥˊ ㄔㄤˊ	píngcháng	基礎	第2級	核心詞	73	182
騎	513	ㄑㄧˊ	qí	基礎	第2級	核心詞	91	89
汽車	514	ㄑㄧˋ ㄔㄜ	qìchē	基礎	第2級	交通、旅遊	122	46
奇怪	515	ㄑㄧˊ ㄍㄨㄞˋ	qíguài	基礎	第2級	情緒、態度	117	96
清楚	516	ㄑㄧㄥ ㄔㄨˇ	qīngchǔ	基礎	第2級	核心詞	299	201
其他/其它	517	ㄑㄧˊ ㄊㄚ	qítā	基礎	第2級	核心詞	735	426
全	518	ㄑㄩㄢˊ	quán	基礎	第2級	核心詞	690	726
全部	519	ㄑㄩㄢˊ ㄅㄨˋ	quánbù	基礎	第2級	核心詞	126	230
讓	520	ㄖㄤˋ	ràng	基礎	第2級	核心詞	2186	2818
認識	521	ㄖㄣˋ ㄕˋ	rènshì	基礎	第2級	核心詞	198	264
認為	522	ㄖㄣˋ ㄨㄟˊ	rènwéi	基礎	第2級	核心詞	760	343
如果	523	ㄖㄨˊ ㄍㄨㄛˇ	rúguǒ	基礎	第2級	核心詞	1392	1604
聲2	524	ㄕㄥ	shēng	基礎	第2級	核心詞	230	65
聲音/聲1	525	ㄕㄥ ㄧㄣ / ㄕㄥ	shēngyīn / shēng	基礎	第2級	核心詞	549	259
試	526	ㄕˋ	shì	基礎	第2級	核心詞	182	92
市場	527	ㄕˋ ㄔㄤˇ	shìchǎng	基礎	第2級	日常起居	221	143
世界	528	ㄕˋ ㄐㄧㄝˋ	shìjiè	基礎	第2級	核心詞	605	775
事情	529	ㄕˋ ㄑㄧㄥˊ	shìqíng	基礎	第2級	核心詞	436	865
樹	530	ㄕㄨˋ	shù	基礎	第2級	核心詞	156	375
送	531	ㄙㄨㄥˋ	sòng	基礎	第2級	核心詞	142	182
算	532	ㄙㄨㄢˋ	suàn	基礎	第2級	核心詞	146	215
雖然/雖	533	ㄙㄨㄟ ㄖㄢˊ / ㄙㄨㄟ	suīrán / suī	基礎	第2級	核心詞	777	560
所	534	ㄙㄨㄛˇ	suǒ	基礎	第2級	核心詞	1751	912
所有	535	ㄙㄨㄛˇ ㄧㄡˇ	suǒyǒu	基礎	第2級	核心詞	563	428
台/臺	536	ㄊㄞˊ	tái	基礎	第2級	核心詞	127	241
特別	537	ㄊㄜˋ ㄅㄧㄝˊ	tèbié	基礎	第2級	核心詞	345	605
替	538	ㄊㄧˋ	tì	基礎	第2級	核心詞	154	72
條	539	ㄊㄧㄠˊ	tiáo	基礎	第2級	核心詞	450	328
聽到	540	ㄊㄧㄥ ㄉㄠˋ	tīngdào	基礎	第2級	核心詞	255	179
聽說	541	ㄊㄧㄥ ㄕㄨㄛ	tīngshuō	基礎	第2級	核心詞	113	120
圖	542	ㄊㄨˊ	tú	基礎	第2級	核心詞	131	76
往	543	ㄨㄤˇ	wǎng	基礎	第2級	核心詞	382	338
網路	544	ㄨㄤˇ ㄌㄨˋ	wǎnglù	基礎	第2級	核心詞	131	104
味道/味	545	ㄨㄟˋ ㄉㄠˋ / ㄨㄟˋ	wèidào / wèi	基礎	第2級	餐飲、烹飪	89	175
文化	546	ㄨㄣˊ ㄏㄨㄚˋ	wénhuà	基礎	第2級	核心詞	343	304
屋子/屋	547	ㄨ ˙ㄗ / ㄨ	wūzi / wū	基礎	第2級	日常起居	165	62
西	548	ㄒㄧ	xī	基礎	第2級	核心詞	153	181
洗	549	ㄒㄧˇ	xǐ	基礎	第2級	核心詞	56	209
香	550	ㄒㄧㄤ	xiāng	基礎	第2級	核心詞	52	151
向	551	ㄒㄧㄤˋ	xiàng	基礎	第2級	核心詞	893	259
想法	552	ㄒㄧㄤˇ ㄈㄚˇ	xiǎngfǎ	基礎	第2級	核心詞	231	188
相片/照片	553	ㄒㄧㄤˋ ㄆㄧㄢˋ / ㄓㄠˋ ㄆㄧㄢˋ	xiàngpiàn / zhàopiàn	基礎	第2級	休閒、娛樂	102	123
相信	554	ㄒㄧㄤ ㄒㄧㄣˋ	xiāngxìn	基礎	第2級	核心詞	338	201
笑	555	ㄒㄧㄠˋ	xiào	基礎	第2級	核心詞	251	105
小時候	556	ㄒㄧㄠˇ ㄕˊ ㄏㄡˋ	xiǎoshíhòu	基礎	第2級	核心詞	55	138
小心	557	ㄒㄧㄠˇ ㄒㄧㄣ	xiǎoxīn	基礎	第2級	核心詞	97	149
小朋友	558	ㄒㄧㄠˇ ㄆㄥˊ ㄧㄡˇ	xiǎpéngyǒu	基礎	第2級	核心詞	35	459
夏天/夏	559	ㄒㄧㄚˋ ㄊㄧㄢ / ㄒㄧㄚˋ	xiàtiān / xià	基礎	第2級	核心詞	98	167
習慣	560	ㄒㄧˊ ㄍㄨㄢˋ	xíguàn	基礎	第2級	核心詞	183	215
心	561	ㄒㄧㄣ	xīn	基礎	第2級	核心詞	694	715
信	562	ㄒㄧㄣˋ	xìn	基礎	第2級	核心詞	233	65
行1	563	ㄒㄧㄥˊ	xíng	基礎	第2級	核心詞	226	190
辛苦	564	ㄒㄧㄣ ㄎㄨˇ	xīnkǔ	基礎	第2級	核心詞	57	312
希望	565	ㄒㄧ ㄨㄤˋ	xīwàng	基礎	第2級	核心詞	499	916
學習	566	ㄒㄩㄝˊ ㄒㄧˊ	xuéxí	基礎	第2級	核心詞	497	380
需要/需	567	ㄒㄩ ㄧㄠˋ / ㄒㄩ	xūyào / xū	基礎	第2級	核心詞	791	682
呀	568	˙ㄧㄚ	ya	基礎	第2級	核心詞	238	304
樣子	569	ㄧㄤˋ ˙ㄗ	yàngzi	基礎	第2級	核心詞	122	193
顏色	570	ㄧㄢˊ ㄙㄜˋ	yánsè	基礎	第2級	核心詞	73	134
一半	571	ㄧˊ　 ㄅㄢˋ	yíbàn	基礎	第2級	核心詞	88	84
已經	572	ㄧˇ ㄐㄧㄥ	yǐjīng	基礎	第2級	核心詞	978	1519
銀行	573	ㄧㄣˊ ㄏㄤˊ	yínháng	基礎	第2級	公共服務	91	108
音樂	574	ㄧㄣ ㄩㄝˋ	yīnyuè	基礎	第2級	休閒、娛樂	148	104
以為	575	ㄧˇ ㄨㄟˊ	yǐwéi	基礎	第2級	核心詞	229	117
一下子/一下	576	ㄧˊ　 ㄒㄧㄚˋ ˙ㄗ / ㄧˊ　 ㄒㄧㄚˋ	yíxiàzi/ yíxià	基礎	第2級	核心詞	374	631
醫院	577	ㄧ ㄩㄢˋ	yīyuàn	基礎	第2級	身體、醫療	137	218
一直	578	ㄧˋ ㄓˊ	yìzhí	基礎	第2級	核心詞	476	813
有的	579	ㄧㄡˇ ㄉㄜ˙	yǒude	基礎	第2級	核心詞	125	218
遠	580	ㄩㄢˇ	yuǎn	基礎	第2級	核心詞	214	178
願意	581	ㄩㄢˋ ㄧˋ	yuànyì	基礎	第2級	核心詞	201	224
